C0_hist_0_0,C0_hist_0_1,C0_hist_0_2,C0_hist_0_3,C0_hist_0_4,C0_hist_1_0,C0_hist_1_1,C0_hist_1_2,C0_hist_1_3,C0_hist_1_4,C0_hist_2_0,C0_hist_2_1,C0_hist_2_2,C0_hist_2_3,C0_hist_2_4,C0_hist_3_0,C0_hist_3_1,C0_hist_3_2,C0_hist_3_3,C0_hist_3_4,C0_hist_4_0,C0_hist_4_1,C0_hist_4_2,C0_hist_4_3,C0_hist_4_4,GS_hist_0_0,GS_hist_0_1,GS_hist_0_2,GS_hist_0_3,GS_hist_0_4,GS_hist_1_0,GS_hist_1_1,GS_hist_1_2,GS_hist_1_3,GS_hist_1_4,GS_hist_2_0,GS_hist_2_1,GS_hist_2_2,GS_hist_2_3,GS_hist_2_4,GS_hist_3_0,GS_hist_3_1,GS_hist_3_2,GS_hist_3_3,GS_hist_3_4,GS_hist_4_0,GS_hist_4_1,GS_hist_4_2,GS_hist_4_3,GS_hist_4_4,RCS_hist_0_0,RCS_hist_0_1,RCS_hist_0_2,RCS_hist_0_3,RCS_hist_0_4,RCS_hist_1_0,RCS_hist_1_1,RCS_hist_1_2,RCS_hist_1_3,RCS_hist_1_4,RCS_hist_2_0,RCS_hist_2_1,RCS_hist_2_2,RCS_hist_2_3,RCS_hist_2_4,RCS_hist_3_0,RCS_hist_3_1,RCS_hist_3_2,RCS_hist_3_3,RCS_hist_3_4,RCS_hist_4_0,RCS_hist_4_1,RCS_hist_4_2,RCS_hist_4_3,RCS_hist_4_4,frozen_Corrected_by_CH_pixels,frozen_Harmed_by_CH_pixels,frozen_Stable_Correct_pixels,frozen_Still_Wrong_pixels,frozen_top20_pixels,image_id
8369,2706,0,0,0,0,39101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8328,2747,0,0,0,0,39101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8435,2640,0,0,0,0,39101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,2387,44218,2198,3055,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+156
20536,3004,0,0,0,3347,23289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20708,2832,0,0,0,3904,22732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20881,2659,0,0,0,3787,22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6284,2155,34772,6965,12593,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+157
0,0,0,0,0,0,50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3626,17,44813,1603,5455,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+158
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6214,0,43628,334,5701,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+159
0,0,0,0,0,0,0,37,0,0,0,0,25040,0,0,0,0,0,0,0,0,0,0,0,25099,0,0,0,0,0,0,0,37,0,0,0,0,25040,0,0,0,0,0,0,0,0,0,0,0,25099,0,0,0,0,0,0,0,37,0,0,0,0,25040,0,0,0,0,0,0,0,0,0,0,0,25099,8286,22,12247,4522,8714,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+16
0,0,0,0,0,0,49745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,49745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,49745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,582,0,49163,0,649,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+160
0,0,0,0,0,0,48983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,48983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,48983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,1183,0,47800,0,1981,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+161
0,0,0,0,0,1,50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,0,48973,0,10994,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+162
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,48510,0,1463,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+163
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,47966,0,2703,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+164
0,0,0,0,0,0,34105,0,0,0,0,16071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34105,0,0,0,0,16071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34105,0,0,0,0,16071,0,0,0,0,0,0,0,0,0,0,0,0,0,734,3995,33654,11793,4525,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+165
0,0,0,0,0,0,41843,0,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41843,0,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41843,0,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,3104,2524,38485,6063,5980,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+166
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4287,0,45812,77,4671,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+167
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,49641,0,914,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+168
0,866,0,0,0,0,49310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,49310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,49310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167,59,43067,883,5271,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+169
0,0,0,0,0,2672,0,13230,0,0,0,0,34274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,0,13518,0,0,0,0,34274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,13742,0,0,0,0,34274,0,0,0,0,0,0,0,0,0,0,0,0,8488,5154,23990,12544,15657,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+17
19512,2951,0,0,0,102,27611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19492,2971,0,0,0,102,27611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19481,2982,0,0,0,102,27611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3789,1747,40494,4146,3154,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+170
39147,3024,0,0,0,1135,6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39037,3134,0,0,0,1115,6890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38829,3342,0,0,0,881,7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2343,41968,3850,5700,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+171
9024,2057,0,0,0,13074,26021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8968,2113,0,0,0,13013,26082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8945,2136,0,0,0,13361,25734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292,2108,29459,13317,7247,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+172
0,0,0,0,0,5732,32242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12202,0,0,0,0,0,5337,32637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12202,0,0,0,0,0,5642,32332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12202,6121,407,26716,4730,6619,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+173
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,0,41345,703,8101,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+174
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,0,48401,0,2843,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+175
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,49181,0,1009,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+176
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,49847,0,777,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+177
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806,0,46185,185,6153,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+178
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,0,48072,0,1945,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+179
0,0,0,0,0,0,41933,0,0,0,0,8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41933,0,0,0,0,8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41933,0,0,0,0,8243,0,0,0,0,0,0,0,0,0,0,0,0,0,11417,535,28116,10108,12837,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+18
0,0,0,0,0,0,49192,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49192,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49192,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,5034,0,43409,1733,5898,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+180
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,48371,0,2773,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+181
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,48964,47,1204,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+182
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,49437,0,2250,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+183
0,2937,0,0,0,0,47239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937,0,0,0,0,47239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937,0,0,0,0,47239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3411,755,45440,570,5705,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+184
11166,1474,0,0,0,2680,34856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10978,1662,0,0,0,2619,34917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11255,1385,0,0,0,2714,34822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,2772,41335,2730,8436,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+185
9826,4427,0,0,0,4086,31837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9990,4263,0,0,0,4109,31814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10168,4085,0,0,0,4330,31593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,1965,36777,6250,9426,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+186
0,5386,0,0,0,0,44790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5386,0,0,0,0,44790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5386,0,0,0,0,44790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10284,1959,35648,2285,9288,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+187
7641,1429,0,0,0,3863,20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16871,7690,1380,0,0,0,3861,20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16871,7655,1415,0,0,0,3987,20248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16871,3089,570,26526,3120,5402,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+188
0,6058,0,0,0,0,44118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,0,0,0,0,44118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,0,0,0,0,44118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4001,1178,42900,2097,4215,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+189
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6816,0,43230,130,6500,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+19
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089,0,43946,1141,4923,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+190
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,0,46158,692,3673,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+191
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3714,229,41023,5210,4325,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+192
2732,54,0,0,0,5856,41534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,54,0,0,0,6238,41152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,66,0,0,0,5590,41800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9668,197,38870,1441,7823,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+193
0,5959,0,0,0,0,44217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5959,0,0,0,0,44217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5959,0,0,0,0,44217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6341,1351,35545,6939,9173,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+194
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,0,46496,75,4288,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+195
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788,36,43842,1510,4734,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+196
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,0,48740,0,1271,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+197
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,0,48623,0,4123,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+198
0,11757,0,0,0,0,38419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11757,0,0,0,0,38419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11757,0,0,0,0,38419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,3135,41811,3067,7450,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+199
0,0,0,0,0,10545,0,10918,0,0,879,0,23103,0,0,0,0,0,0,0,0,0,0,0,4731,0,0,0,0,0,10437,0,11026,0,0,843,0,23139,0,0,0,0,0,0,0,0,0,0,0,4731,0,0,0,0,0,10369,0,11094,0,0,783,0,23199,0,0,0,0,0,0,0,0,0,0,0,4731,11240,3122,15278,15805,18874,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+2
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8364,0,39157,2655,6194,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+20
16308,2692,0,0,0,241,30935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16254,2746,0,0,0,215,30961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16353,2647,0,0,0,251,30925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613,1449,39594,2520,5140,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+200
12841,5452,0,0,0,889,30994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18293,0,0,0,0,31883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18293,0,0,0,0,31883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,1745,38266,6741,5320,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+201
0,5223,0,0,0,0,44953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5223,0,0,0,0,44953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5223,0,0,0,0,44953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8104,3019,36509,2544,12372,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+202
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030,0,42794,1352,6217,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+203
0,904,0,0,0,0,49272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,49272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,49272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2479,54,47447,196,3892,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+204
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3983,0,46070,123,4607,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+205
0,5627,0,0,0,0,44549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5627,0,0,0,0,44549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5627,0,0,0,0,44549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7588,1020,35853,5715,9584,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+206
11082,2234,0,0,0,799,36061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10965,2351,0,0,0,823,36037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11004,2312,0,0,0,904,35956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825,1987,44376,988,5103,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+207
27521,9922,0,0,0,1843,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27194,10249,0,0,0,1823,10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27009,10434,0,0,0,1796,10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3946,4967,34038,7225,13027,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+208
6482,999,0,0,0,21589,21106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470,1011,0,0,0,21046,21649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6436,1045,0,0,0,20735,21960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,3668,24279,17395,11151,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+209
0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10555,0,37610,2011,7889,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+21
0,0,0,0,0,1,50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5331,1388,39807,3650,10428,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+210
