index,image_name,source_group,fold
136,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+4,TCGA-GM-A2DD-DX1,1
137,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+243,TCGA-GM-A2DD-DX1,1
140,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+364,TCGA-GM-A2DD-DX1,1
152,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+430,TCGA-GM-A2DD-DX1,1
160,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+46,TCGA-OL-A6VO-DX1,1
161,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+151,TCGA-GM-A2DD-DX1,1
163,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+131,TCGA-GM-A2DD-DX1,1
167,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+66,TCGA-GM-A2DD-DX1,1
169,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+322,TCGA-GM-A2DD-DX1,1
170,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+282,TCGA-GM-A2DD-DX1,1
172,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+17,TCGA-GM-A2DH-DX1,1
183,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+221,TCGA-GM-A2DD-DX1,1
193,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+84,TCGA-GM-A2DD-DX1,1
194,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+34,TCGA-OL-A66I-DX1,1
200,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+20,TCGA-GM-A2DH-DX1,1
207,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+51,TCGA-OL-A6VO-DX1,1
208,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+18,TCGA-OL-A66I-DX1,1
216,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+48,TCGA-GM-A2DH-DX1,1
218,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+235,TCGA-GM-A2DD-DX1,1
219,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+112,TCGA-GM-A2DD-DX1,1
231,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+172,TCGA-GM-A2DD-DX1,1
244,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+163,TCGA-GM-A2DD-DX1,1
246,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+83,TCGA-GM-A2DH-DX1,1
254,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+43,TCGA-GM-A2DH-DX1,1
272,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+206,TCGA-GM-A2DD-DX1,1
293,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+33,TCGA-OL-A6VO-DX1,1
297,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+149,TCGA-GM-A2DD-DX1,1
298,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+375,TCGA-GM-A2DD-DX1,1
305,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+261,TCGA-GM-A2DD-DX1,1
306,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+15,TCGA-OL-A6VO-DX1,1
315,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+396,TCGA-GM-A2DD-DX1,1
317,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+92,TCGA-GM-A2DH-DX1,1
322,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+142,TCGA-GM-A2DD-DX1,1
323,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+227,TCGA-GM-A2DD-DX1,1
328,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+52,TCGA-GM-A2DD-DX1,1
331,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+373,TCGA-GM-A2DD-DX1,1
332,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+71,TCGA-GM-A2DH-DX1,1
342,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+294,TCGA-GM-A2DD-DX1,1
344,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+202,TCGA-GM-A2DD-DX1,1
355,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+385,TCGA-GM-A2DD-DX1,1
359,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+187,TCGA-GM-A2DD-DX1,1
360,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+22,TCGA-OL-A66I-DX1,1
370,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+110,TCGA-GM-A2DD-DX1,1
371,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+336,TCGA-GM-A2DD-DX1,1
374,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+200,TCGA-GM-A2DD-DX1,1
379,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+141,TCGA-GM-A2DD-DX1,1
387,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+250,TCGA-GM-A2DD-DX1,1
397,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+339,TCGA-GM-A2DD-DX1,1
403,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+42,TCGA-OL-A6VO-DX1,1
408,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+160,TCGA-GM-A2DD-DX1,1
410,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+198,TCGA-GM-A2DD-DX1,1
411,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+47,TCGA-GM-A2DH-DX1,1
414,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+58,TCGA-GM-A2DH-DX1,1
416,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+6,TCGA-GM-A2DD-DX1,1
421,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+12,TCGA-GM-A2DD-DX1,1
423,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+317,TCGA-GM-A2DD-DX1,1
436,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+345,TCGA-GM-A2DD-DX1,1
439,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+8,TCGA-OL-A6VO-DX1,1
443,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+95,TCGA-GM-A2DH-DX1,1
447,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+310,TCGA-GM-A2DD-DX1,1
449,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+111,TCGA-GM-A2DD-DX1,1
461,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+150,TCGA-GM-A2DD-DX1,1
466,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+4,TCGA-OL-A6VO-DX1,1
476,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+87,TCGA-GM-A2DH-DX1,1
481,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+330,TCGA-GM-A2DD-DX1,1
483,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+319,TCGA-GM-A2DD-DX1,1
491,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+249,TCGA-GM-A2DD-DX1,1
497,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+383,TCGA-GM-A2DD-DX1,1
502,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+241,TCGA-GM-A2DD-DX1,1
503,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+246,TCGA-GM-A2DD-DX1,1
506,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+61,TCGA-GM-A2DD-DX1,1
507,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+58,TCGA-OL-A66I-DX1,1
512,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+51,TCGA-OL-A66I-DX1,1
522,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+178,TCGA-GM-A2DD-DX1,1
526,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+237,TCGA-GM-A2DD-DX1,1
527,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+34,TCGA-OL-A6VO-DX1,1
530,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+212,TCGA-GM-A2DD-DX1,1
532,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+70,TCGA-GM-A2DH-DX1,1
538,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+217,TCGA-GM-A2DD-DX1,1
541,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+156,TCGA-GM-A2DD-DX1,1
548,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+174,TCGA-GM-A2DD-DX1,1
549,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+6,TCGA-OL-A66I-DX1,1
550,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+25,TCGA-OL-A66I-DX1,1
552,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+271,TCGA-GM-A2DD-DX1,1
555,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+41,TCGA-GM-A2DD-DX1,1
564,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+387,TCGA-GM-A2DD-DX1,1
566,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+41,TCGA-OL-A6VO-DX1,1
570,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+45,TCGA-GM-A2DH-DX1,1
575,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+0,TCGA-GM-A2DH-DX1,1
587,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+338,TCGA-GM-A2DD-DX1,1
593,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+118,TCGA-GM-A2DH-DX1,1
596,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+31,TCGA-GM-A2DD-DX1,1
600,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+146,TCGA-GM-A2DD-DX1,1
602,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+28,TCGA-OL-A66I-DX1,1
606,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+213,TCGA-GM-A2DD-DX1,1
608,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+33,TCGA-GM-A2DH-DX1,1
617,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+214,TCGA-GM-A2DD-DX1,1
618,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+2,TCGA-GM-A2DD-DX1,1
622,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+164,TCGA-GM-A2DD-DX1,1
627,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+411,TCGA-GM-A2DD-DX1,1
639,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+17,TCGA-OL-A6VO-DX1,1
640,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+305,TCGA-GM-A2DD-DX1,1
647,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+93,TCGA-GM-A2DD-DX1,1
651,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+24,TCGA-OL-A6VO-DX1,1
654,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+35,TCGA-OL-A6VO-DX1,1
665,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+131,TCGA-GM-A2DH-DX1,1
670,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+75,TCGA-GM-A2DD-DX1,1
679,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+81,TCGA-GM-A2DD-DX1,1
680,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+35,TCGA-GM-A2DD-DX1,1
681,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+180,TCGA-GM-A2DD-DX1,1
683,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+52,TCGA-OL-A6VO-DX1,1
689,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+28,TCGA-OL-A6VO-DX1,1
697,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+27,TCGA-OL-A66I-DX1,1
698,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+170,TCGA-GM-A2DD-DX1,1
703,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+51,TCGA-GM-A2DH-DX1,1
705,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+434,TCGA-GM-A2DD-DX1,1
715,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+77,TCGA-GM-A2DD-DX1,1
717,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+238,TCGA-GM-A2DD-DX1,1
727,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+166,TCGA-GM-A2DD-DX1,1
729,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+8,TCGA-OL-A66I-DX1,1
741,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+253,TCGA-GM-A2DD-DX1,1
743,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+60,TCGA-GM-A2DD-DX1,1
744,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+311,TCGA-GM-A2DD-DX1,1
749,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+9,TCGA-GM-A2DD-DX1,1
750,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+350,TCGA-GM-A2DD-DX1,1
752,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+171,TCGA-GM-A2DD-DX1,1
753,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+352,TCGA-GM-A2DD-DX1,1
760,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+415,TCGA-GM-A2DD-DX1,1
771,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+59,TCGA-OL-A66I-DX1,1
772,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+126,TCGA-GM-A2DD-DX1,1
775,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+15,TCGA-OL-A66I-DX1,1
777,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+31,TCGA-OL-A66I-DX1,1
782,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+50,TCGA-GM-A2DD-DX1,1
786,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+379,TCGA-GM-A2DD-DX1,1
788,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+116,TCGA-GM-A2DH-DX1,1
795,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+374,TCGA-GM-A2DD-DX1,1
798,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+96,TCGA-GM-A2DD-DX1,1
799,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+279,TCGA-GM-A2DD-DX1,1
801,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+267,TCGA-GM-A2DD-DX1,1
802,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+351,TCGA-GM-A2DD-DX1,1
806,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+286,TCGA-GM-A2DD-DX1,1
815,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+1,TCGA-GM-A2DD-DX1,1
816,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+74,TCGA-GM-A2DH-DX1,1
818,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+219,TCGA-GM-A2DD-DX1,1
822,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+328,TCGA-GM-A2DD-DX1,1
823,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+226,TCGA-GM-A2DD-DX1,1
825,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+365,TCGA-GM-A2DD-DX1,1
842,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+59,TCGA-GM-A2DH-DX1,1
844,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+13,TCGA-GM-A2DH-DX1,1
845,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+60,TCGA-OL-A66I-DX1,1
848,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+209,TCGA-GM-A2DD-DX1,1
860,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+168,TCGA-GM-A2DD-DX1,1
863,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+208,TCGA-GM-A2DD-DX1,1
869,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+153,TCGA-GM-A2DD-DX1,1
871,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+99,TCGA-GM-A2DH-DX1,1
872,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+50,TCGA-GM-A2DH-DX1,1
873,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+18,TCGA-GM-A2DH-DX1,1
874,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+372,TCGA-GM-A2DD-DX1,1
875,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+248,TCGA-GM-A2DD-DX1,1
879,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+165,TCGA-GM-A2DD-DX1,1
890,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+368,TCGA-GM-A2DD-DX1,1
891,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+72,TCGA-GM-A2DH-DX1,1
895,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+4,TCGA-GM-A2DH-DX1,1
898,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+264,TCGA-GM-A2DD-DX1,1
899,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+37,TCGA-GM-A2DD-DX1,1
909,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+5,TCGA-GM-A2DH-DX1,1
919,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+130,TCGA-GM-A2DH-DX1,1
920,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+139,TCGA-GM-A2DD-DX1,1
921,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+15,TCGA-GM-A2DH-DX1,1
927,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+120,TCGA-GM-A2DH-DX1,1
930,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+62,TCGA-OL-A66I-DX1,1
931,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+40,TCGA-OL-A6VO-DX1,1
936,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+16,TCGA-OL-A6VO-DX1,1
939,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+392,TCGA-GM-A2DD-DX1,1
958,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+405,TCGA-GM-A2DD-DX1,1
960,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+7,TCGA-OL-A6VO-DX1,1
962,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+68,TCGA-GM-A2DH-DX1,1
963,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+47,TCGA-GM-A2DD-DX1,1
966,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+59,TCGA-GM-A2DD-DX1,1
967,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+173,TCGA-GM-A2DD-DX1,1
970,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+428,TCGA-GM-A2DD-DX1,1
985,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+31,TCGA-OL-A6VO-DX1,1
986,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270,TCGA-GM-A2DD-DX1,1
993,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+95,TCGA-GM-A2DD-DX1,1
994,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+18,TCGA-OL-A6VO-DX1,1
999,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+70,TCGA-GM-A2DD-DX1,1
1003,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+89,TCGA-GM-A2DD-DX1,1
1011,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+30,TCGA-OL-A6VO-DX1,1
1021,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+296,TCGA-GM-A2DD-DX1,1
1025,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+53,TCGA-OL-A6VO-DX1,1
1034,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+223,TCGA-GM-A2DD-DX1,1
1045,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+94,TCGA-GM-A2DH-DX1,1
1046,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+183,TCGA-GM-A2DD-DX1,1
1054,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+73,TCGA-GM-A2DH-DX1,1
1055,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+36,TCGA-OL-A66I-DX1,1
1069,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+7,TCGA-OL-A66I-DX1,1
1071,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+325,TCGA-GM-A2DD-DX1,1
1073,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+293,TCGA-GM-A2DD-DX1,1
1077,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+20,TCGA-OL-A6VO-DX1,1
1081,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+389,TCGA-GM-A2DD-DX1,1
1096,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+262,TCGA-GM-A2DD-DX1,1
1103,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+67,TCGA-GM-A2DD-DX1,1
1111,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+102,TCGA-GM-A2DH-DX1,1
1113,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+77,TCGA-GM-A2DH-DX1,1
1114,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+51,TCGA-GM-A2DD-DX1,1
1117,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+312,TCGA-GM-A2DD-DX1,1
1121,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+62,TCGA-GM-A2DD-DX1,1
1122,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+289,TCGA-GM-A2DD-DX1,1
1124,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+274,TCGA-GM-A2DD-DX1,1
1133,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+346,TCGA-GM-A2DD-DX1,1
1141,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+157,TCGA-GM-A2DD-DX1,1
1143,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+65,TCGA-GM-A2DH-DX1,1
1152,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+418,TCGA-GM-A2DD-DX1,1
1162,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+229,TCGA-GM-A2DD-DX1,1
1164,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+107,TCGA-GM-A2DD-DX1,1
1165,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+130,TCGA-GM-A2DD-DX1,1
1170,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+185,TCGA-GM-A2DD-DX1,1
1174,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+113,TCGA-GM-A2DD-DX1,1
1185,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+5,TCGA-GM-A2DD-DX1,1
1207,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+20,TCGA-GM-A2DD-DX1,1
1208,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+75,TCGA-GM-A2DH-DX1,1
1210,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+362,TCGA-GM-A2DD-DX1,1
1212,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+6,TCGA-GM-A2DH-DX1,1
1213,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+42,TCGA-OL-A66I-DX1,1
1215,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+377,TCGA-GM-A2DD-DX1,1
1223,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+395,TCGA-GM-A2DD-DX1,1
1240,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+74,TCGA-GM-A2DD-DX1,1
1245,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+43,TCGA-GM-A2DD-DX1,1
1248,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+407,TCGA-GM-A2DD-DX1,1
