image_index,image_id
863,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+208
864,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+39
865,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+40
866,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+377
867,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+509
868,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+73
869,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+153
870,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+200
871,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+99
872,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+50
873,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+18
874,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+372
875,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+248
876,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+94
877,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+213
878,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+29
879,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+165
880,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+138
881,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+374
882,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+511
883,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+170
884,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+189
885,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+170
886,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482
887,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+59
888,TCGA-OL-A5RW-DX1_xmin5772_ymin6839_MPP-0.2500+11
889,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+44
890,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+368
891,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+72
892,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+22
893,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+64
894,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+117
895,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+4
896,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+119
897,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+166
898,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+264
899,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+37
900,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+148
901,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+214
902,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+34
903,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+179
904,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+48
905,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+88
906,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+185
907,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+224
908,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+100
909,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+5
910,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+72
911,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+25
912,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+122
913,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+128
914,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+223
915,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+7
916,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+320
917,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+98
918,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+479
919,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+130
920,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+139
921,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+15
922,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+17
923,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+101
924,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+55
925,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+228
926,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+49
927,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+120
928,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+148
929,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+111
930,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+62
931,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+40
932,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+91
933,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+41
934,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+186
935,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+234
936,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+16
937,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+526
938,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+69
939,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+392
940,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+254
941,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+84
942,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+166
943,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110
944,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+201
945,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+20
946,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+329
947,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+141
948,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+333
949,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+144
950,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+69
951,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+62
952,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+84
953,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+237
954,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+315
955,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+5
956,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+87
957,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+112
958,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+405
959,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+158
960,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+7
961,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+182
962,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+68
963,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+47
964,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+135
965,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+123
966,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+59
967,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+173
968,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+44
969,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+152
970,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+428
971,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+40
972,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+31
973,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+154
974,TCGA-OL-A5RW-DX1_xmin5772_ymin6839_MPP-0.2500+0
975,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+181
976,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+157
977,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+148
978,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+101
979,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+124
980,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+9
981,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+159
982,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+13
983,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+90
984,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+29
985,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+31
986,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+270
987,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+31
988,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+56
989,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+160
990,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+14
991,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+90
992,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+11
993,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+95
994,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+18
995,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+71
996,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+55
997,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+82
998,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+537
999,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+70
1000,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+470
1001,TCGA-OL-A5RW-DX1_xmin5772_ymin6839_MPP-0.2500+6
1002,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+69
1003,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+89
1004,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+58
1005,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+28
1006,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+43
1007,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+23
1008,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+13
1009,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+19
1010,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+2
1011,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+30
1012,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+22
1013,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+328
1014,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+545
1015,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+85
1016,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+51
1017,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+323
1018,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+102
1019,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+22
1020,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+29
1021,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+296
1022,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+174
1023,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+11
1024,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+22
1025,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+53
1026,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+34
1027,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+172
1028,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+107
1029,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+142
1030,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+70
1031,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+116
1032,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+238
1033,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+24
1034,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+223
1035,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+3
1036,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+120
1037,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+158
1038,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+31
1039,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+79
1040,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+18
1041,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+205
1042,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+62
1043,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+88
1044,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+42
1045,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+94
1046,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+183
1047,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+346
1048,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437
1049,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+116
1050,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+31
1051,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+16
1052,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+38
1053,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+285
1054,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+73
1055,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+36
1056,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+262
1057,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+203
1058,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+21
1059,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+432
1060,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+2
1061,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+12
1062,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+425
1063,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+17
1064,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+209
1065,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+126
1066,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+129
1067,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+38
1068,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+36
1069,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+7
1070,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119
1071,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+325
1072,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+14
1073,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+293
1074,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+34
1075,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+93
1076,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+134
1077,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+20
1078,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+22
1079,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+385
1080,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+284
1081,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+389
1082,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+98
1083,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+128
1084,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40
1085,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+210
1086,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+129
1087,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+198
1088,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+46
1089,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+58
1090,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+60
1091,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+46
1092,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107
1093,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+76
1094,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+104
1095,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+221
1096,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+262
1097,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+170
1098,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+294
1099,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+129
1100,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+79
1101,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+10
1102,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+153
1103,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+67
1104,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+18
1105,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+104
1106,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+171
1107,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+28
1108,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+204
1109,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+60
1110,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+261
1111,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+102
1112,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+28
1113,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+77
1114,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+51
1115,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+147
1116,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+132
1117,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+312
1118,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+70
1119,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+184
1120,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+41
1121,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+62
1122,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+289
1123,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+41
1124,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+274
1125,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+521
1126,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+191
1127,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+200
1128,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+1
1129,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+184
1130,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+92
1131,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+337
1132,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+127
1133,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+346
1134,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+57
1135,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+4
1136,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+155
1137,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+17
1138,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+103
1139,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+130
1140,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498
1141,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+157
1142,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112
1143,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+65
1144,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+71
1145,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+277
1146,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+44
1147,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+65
1148,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+90
1149,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+146
1150,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+241
1151,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+78
1152,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+418
1153,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+33
1154,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+89
1155,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+10
1156,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+170
1157,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+46
1158,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+196
1159,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+10
1160,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+0
1161,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+513
1162,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+229
1163,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+31
1164,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+107
1165,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+130
1166,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+228
1167,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+290
1168,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+4
1169,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+82
1170,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+185
1171,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+519
1172,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+176
1173,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+100
1174,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+113
1175,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+216
1176,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+3
1177,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+186
1178,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+46
1179,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+59
1180,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+36
1181,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+18
1182,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+17
1183,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+136
1184,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+167
1185,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+5
1186,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+69
1187,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+67
1188,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+114
1189,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+180
1190,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100
1191,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+77
1192,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+203
