token_index,region_id,image_id,slide_id,fold
2040,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+381:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+381,TCGA-GM-A2DB-DX1,0
2041,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+382:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+382,TCGA-GM-A2DB-DX1,0
2042,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+382:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+382,TCGA-GM-A2DB-DX1,0
2043,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+383:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+383,TCGA-GM-A2DB-DX1,0
2045,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+384:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+384,TCGA-GM-A2DB-DX1,0
2052,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+385:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+385,TCGA-GM-A2DB-DX1,0
2053,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+386:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+386,TCGA-GM-A2DB-DX1,0
2060,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+387:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+387,TCGA-GM-A2DB-DX1,0
2064,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+388:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+388,TCGA-GM-A2DB-DX1,0
2067,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+39:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+39,TCGA-GM-A2DB-DX1,0
2069,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+39:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+39,TCGA-GM-A2DB-DX1,0
2071,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+390:0:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+390,TCGA-GM-A2DB-DX1,0
2073,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391,TCGA-GM-A2DB-DX1,0
2074,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391:0:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391,TCGA-GM-A2DB-DX1,0
2075,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391:0:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391,TCGA-GM-A2DB-DX1,0
2076,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391,TCGA-GM-A2DB-DX1,0
2077,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391,TCGA-GM-A2DB-DX1,0
2078,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392,TCGA-GM-A2DB-DX1,0
2079,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392:0:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392,TCGA-GM-A2DB-DX1,0
2080,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392,TCGA-GM-A2DB-DX1,0
2081,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+393:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+393,TCGA-GM-A2DB-DX1,0
2082,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+394:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+394,TCGA-GM-A2DB-DX1,0
2083,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395,TCGA-GM-A2DB-DX1,0
2085,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395,TCGA-GM-A2DB-DX1,0
2086,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395,TCGA-GM-A2DB-DX1,0
2088,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395,TCGA-GM-A2DB-DX1,0
2091,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396,TCGA-GM-A2DB-DX1,0
2092,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396,TCGA-GM-A2DB-DX1,0
2093,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396,TCGA-GM-A2DB-DX1,0
2097,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+397:1:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+397,TCGA-GM-A2DB-DX1,0
2102,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398,TCGA-GM-A2DB-DX1,0
2103,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398,TCGA-GM-A2DB-DX1,0
2104,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398,TCGA-GM-A2DB-DX1,0
2107,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398,TCGA-GM-A2DB-DX1,0
2108,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+399:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+399,TCGA-GM-A2DB-DX1,0
2111,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+4:3:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+4,TCGA-GM-A2DB-DX1,0
2112,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
2113,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40:0:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
2114,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40:0:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
2115,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40:0:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
2116,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40:0:7,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
2117,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
2118,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+400:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+400,TCGA-GM-A2DB-DX1,0
2119,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401,TCGA-GM-A2DB-DX1,0
2121,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401:1:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401,TCGA-GM-A2DB-DX1,0
2122,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401:1:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401,TCGA-GM-A2DB-DX1,0
2125,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401,TCGA-GM-A2DB-DX1,0
2126,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+402:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+402,TCGA-GM-A2DB-DX1,0
2131,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+405:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+405,TCGA-GM-A2DB-DX1,0
2132,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+405:1:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+405,TCGA-GM-A2DB-DX1,0
2139,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+409:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+409,TCGA-GM-A2DB-DX1,0
2140,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+41:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+41,TCGA-GM-A2DB-DX1,0
2141,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+410:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+410,TCGA-GM-A2DB-DX1,0
2142,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+411:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+411,TCGA-GM-A2DB-DX1,0
2143,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+412:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+412,TCGA-GM-A2DB-DX1,0
2144,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413,TCGA-GM-A2DB-DX1,0
2146,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413,TCGA-GM-A2DB-DX1,0
2147,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413,TCGA-GM-A2DB-DX1,0
2148,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413,TCGA-GM-A2DB-DX1,0
2150,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+414:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+414,TCGA-GM-A2DB-DX1,0
2153,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+414:1:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+414,TCGA-GM-A2DB-DX1,0
2155,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+415:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+415,TCGA-GM-A2DB-DX1,0
2156,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+415:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+415,TCGA-GM-A2DB-DX1,0
2161,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+417:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+417,TCGA-GM-A2DB-DX1,0
2162,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+417:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+417,TCGA-GM-A2DB-DX1,0
2165,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+418:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+418,TCGA-GM-A2DB-DX1,0
2166,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+418:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+418,TCGA-GM-A2DB-DX1,0
2169,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419,TCGA-GM-A2DB-DX1,0
2170,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419,TCGA-GM-A2DB-DX1,0
2171,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419,TCGA-GM-A2DB-DX1,0
2173,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419,TCGA-GM-A2DB-DX1,0
2174,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+42:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+42,TCGA-GM-A2DB-DX1,0
2175,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+420:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+420,TCGA-GM-A2DB-DX1,0
2176,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+421:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+421,TCGA-GM-A2DB-DX1,0
2180,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+423:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+423,TCGA-GM-A2DB-DX1,0
2182,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+423:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+423,TCGA-GM-A2DB-DX1,0
2185,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+425:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+425,TCGA-GM-A2DB-DX1,0
2189,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+426:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+426,TCGA-GM-A2DB-DX1,0
2191,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+428:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+428,TCGA-GM-A2DB-DX1,0
2193,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+43:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+43,TCGA-GM-A2DB-DX1,0
2194,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+430:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+430,TCGA-GM-A2DB-DX1,0
2199,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+430:2:5,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+430,TCGA-GM-A2DB-DX1,0
2203,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431,TCGA-GM-A2DB-DX1,0
2204,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431:1:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431,TCGA-GM-A2DB-DX1,0
2206,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431,TCGA-GM-A2DB-DX1,0
2208,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431,TCGA-GM-A2DB-DX1,0
2216,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433:1:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433,TCGA-GM-A2DB-DX1,0
2218,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433:1:5,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433,TCGA-GM-A2DB-DX1,0
2222,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433,TCGA-GM-A2DB-DX1,0
2226,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+434:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+434,TCGA-GM-A2DB-DX1,0
2229,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+434:2:6,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+434,TCGA-GM-A2DB-DX1,0
2231,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+435:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+435,TCGA-GM-A2DB-DX1,0
2235,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+435:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+435,TCGA-GM-A2DB-DX1,0
2239,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437,TCGA-GM-A2DB-DX1,0
2240,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437,TCGA-GM-A2DB-DX1,0
2248,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+438:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+438,TCGA-GM-A2DB-DX1,0
2252,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+439:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+439,TCGA-GM-A2DB-DX1,0
2255,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440,TCGA-GM-A2DB-DX1,0
2256,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440,TCGA-GM-A2DB-DX1,0
2258,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440,TCGA-GM-A2DB-DX1,0
2259,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441,TCGA-GM-A2DB-DX1,0
2262,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441:1:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441,TCGA-GM-A2DB-DX1,0
2264,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441,TCGA-GM-A2DB-DX1,0
2265,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+442:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+442,TCGA-GM-A2DB-DX1,0
2269,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+443:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+443,TCGA-GM-A2DB-DX1,0
2274,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444,TCGA-GM-A2DB-DX1,0
2275,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444:1:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444,TCGA-GM-A2DB-DX1,0
2277,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444,TCGA-GM-A2DB-DX1,0
2280,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+445:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+445,TCGA-GM-A2DB-DX1,0
2281,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+446:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+446,TCGA-GM-A2DB-DX1,0
2282,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+447:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+447,TCGA-GM-A2DB-DX1,0
2284,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+449:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+449,TCGA-GM-A2DB-DX1,0
2285,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+45:0:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+45,TCGA-GM-A2DB-DX1,0
2287,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450,TCGA-GM-A2DB-DX1,0
2288,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450,TCGA-GM-A2DB-DX1,0
2290,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450:2:4,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450,TCGA-GM-A2DB-DX1,0
2291,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+451:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+451,TCGA-GM-A2DB-DX1,0
2298,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+452:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+452,TCGA-GM-A2DB-DX1,0
2306,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+453:2:5,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+453,TCGA-GM-A2DB-DX1,0
2312,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457,TCGA-GM-A2DB-DX1,0
2313,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457,TCGA-GM-A2DB-DX1,0
2314,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457:2:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457,TCGA-GM-A2DB-DX1,0
2317,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458:1:3,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458,TCGA-GM-A2DB-DX1,0
2320,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458,TCGA-GM-A2DB-DX1,0
2322,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458:2:5,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458,TCGA-GM-A2DB-DX1,0
2327,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+46:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+46,TCGA-GM-A2DB-DX1,0
2331,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460:1:5,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460,TCGA-GM-A2DB-DX1,0
2336,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462:2:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,TCGA-GM-A2DB-DX1,0
2337,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,TCGA-GM-A2DB-DX1,0
2338,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463:1:1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,TCGA-GM-A2DB-DX1,0
2341,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463:2:2,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,TCGA-GM-A2DB-DX1,0
