replicate,adjudication_image_auroc,sign_balanced_accuracy,anchor_fixed_accuracy_delta,anchor_fixed_miou_delta,Top20_anchor_fixed_accuracy_delta,Deep_Wrong_anchor_fixed_accuracy_delta,Top20_Deep_Wrong_anchor_fixed_accuracy_delta
2685,0.7301844040458406,0.5917794018103866,0.0050144726485873425,-0.004630489892142209,0.012045036896366823,0.0746992985503143,0.1801334775598506
2686,0.740559634281402,0.5964552484971737,0.005162596982841272,-0.0038304037189363926,0.013393295414906081,0.07289060448142874,0.17689228191043663
2687,0.7408945582544264,0.5976483671094399,0.0061235336440830235,-0.0026300470369842177,0.017828214611814497,0.07807631749397488,0.18732277669992844
2688,0.7356267521437243,0.5995388701878223,0.006135428478077354,-0.0028593780444489125,0.018638153147640946,0.07676628744664443,0.1842283205725699
2689,0.7399807159571066,0.5957675838209274,0.004793001924438212,-0.006001420638211186,0.010884915773665349,0.07526788078086027,0.17844313790688654
2690,0.7333817806941588,0.5902248839022253,0.0039250052556247805,-0.006835719019527953,0.006520136904701879,0.07399771609876847,0.17702397105382178
2691,0.7330414957249559,0.5939224544437216,0.005271270769165115,-0.004383957240540193,0.013755830401807945,0.07471647061924046,0.18007519965196855
2692,0.736840130365224,0.5938031385029545,0.004798157943947001,-0.0055968867651272625,0.011216492156199465,0.07542410748944582,0.18085999959519908
2693,0.7293048533444185,0.5869257565971789,0.003150465409662795,-0.008153044016841138,0.0028441923395085,0.07354910868394525,0.17464035131997374
2694,0.7375793939336943,0.5935957585003508,0.006126718469814718,-0.004049452673641429,0.01783304658772722,0.07507838651991204,0.1813192654883834
2695,0.7318166198698872,0.5921372322695009,0.004036899616110978,-0.008554231180404437,0.0071817004400324125,0.0733467091142981,0.17789713541666666
2696,0.7291177037511469,0.589407014560533,0.005211542493991583,-0.005119893658526609,0.013036371395672708,0.07589895696640916,0.18080424250489158
2697,0.7379006390024951,0.5938282110423266,0.005009996984555842,-0.005518882208325637,0.01168622947243192,0.07746485011723893,0.18521095772658897
2698,0.7349584605356936,0.593865527483603,0.005450687767282525,-0.003323950601140546,0.014412604376382143,0.07433537779654587,0.1785060890629989
2699,0.7357907045250873,0.5968439170790714,0.005513687310557458,-0.0027714430312862914,0.01481212812438415,0.07347022883823165,0.17477552291482845
2700,0.7396773487043502,0.6000800899764436,0.0061391016123965025,-0.002725326161031272,0.01816241332385582,0.07644206430263552,0.1839249700595698
2701,0.7410781170745315,0.5935971205555453,0.004499017625982815,-0.005999340580159052,0.008952275746519134,0.07769991538901742,0.18301058663361308
2702,0.7294121317610782,0.5879728944716447,0.0031374321300021712,-0.00902352501753978,0.0030141084632511195,0.07247359785749033,0.17397759132620866
2703,0.7325879934073873,0.5906920935336688,0.004250117742768511,-0.006985135169864987,0.007758708442761497,0.0734989220204024,0.1734955121383105
2704,0.7379106998066861,0.5926196869527554,0.005110636909014921,-0.004691919300577774,0.013233888169618346,0.0733342076744138,0.1747703440178585
2705,0.7399332851701768,0.5982577497525668,0.005890243284969898,-0.00426674281115591,0.016555225950290686,0.07718627683908773,0.18318629994810587
2706,0.732764008611544,0.5926111442542811,0.00540054077984875,-0.004783286871672399,0.015241032709180757,0.07402116712100273,0.17922204807751022
2707,0.7317237542996455,0.593494263307195,0.004737228047833164,-0.003911225302566934,0.010618687587997333,0.07447925632639008,0.17858176114993984
2708,0.7310117713725628,0.5964168412855602,0.005825238009395162,-0.002431068877322806,0.016572585875746393,0.07372766707688548,0.1761335809321688
2709,0.7427454053644525,0.6002032042008791,0.006408537739077236,-0.0029907555870136715,0.018251675002160295,0.07528794414550628,0.1785861863919936
2710,0.7298563188583489,0.5938249322933324,0.004524157522608707,-0.006399002371088258,0.010257773826266026,0.07168193885268243,0.17342046364551034
2711,0.7338465728711175,0.5920240459608437,0.004550206757910069,-0.005873249574478989,0.009304246826331686,0.07392231939754441,0.17533330231644464
2712,0.7324687575295813,0.5949121993801261,0.004778616807790459,-0.005208578153133803,0.011247507091627473,0.07312566780138433,0.17568355194272656
2713,0.7331128838236113,0.5904789437851408,0.0041287550991452315,-0.005383364391084444,0.008105744037894436,0.07516036918146578,0.1793884014329474
2714,0.7395443926065919,0.5937393565116867,0.005726857117460349,-0.002857558572496366,0.015564476663653015,0.07540538536764473,0.18157246744284528
2715,0.7372817779241463,0.5945903749733719,0.005177055290950583,-0.0038729476957977127,0.012829521124897658,0.07600064819316156,0.18109315457720654
2716,0.7378379910347,0.5929135874444433,0.004643974703821163,-0.0052772612340541425,0.010364915745690872,0.07554073108555075,0.1817485175299194
2717,0.7387935185664024,0.5940075113143983,0.005303726351811533,-0.004017032690047384,0.012915914884162105,0.075974800719065,0.18131873876134322
2718,0.7346629464302424,0.5916387918209733,0.004625120244677539,-0.005298960103413575,0.009635061742628515,0.07707465747673486,0.1823987644594249
2719,0.732457257083758,0.591818202181382,0.004888886911783685,-0.005681714423477202,0.01201485093880339,0.07405375467636424,0.18008679504885455
2720,0.7319359351245612,0.5974714376098643,0.005488968407973194,-0.003845784334538971,0.01405973210678435,0.07449966401806682,0.17851161790237582
2721,0.7392950951161248,0.5920038999920717,0.005549871644743298,-0.00359865079853261,0.0141375518978617,0.07574400114678313,0.17901675800174727
2722,0.7390646992667935,0.598437207798402,0.0056448282918714066,-0.0027716766014905803,0.016294518384075696,0.07500736153619646,0.18033923590500553
2723,0.7351337767181948,0.5904856361552399,0.00376089451876227,-0.007511134651263851,0.006010782437708473,0.07458928618068797,0.1782265457879189
2724,0.7305304563290714,0.5922112496786979,0.004730563305570201,-0.005034491229575999,0.01093455019236711,0.07309142463811295,0.17626461513478403
2725,0.7351005945512596,0.5944759024931157,0.005830450593394709,-0.002222112439652091,0.016575019638648825,0.07631484386337097,0.18380709445182708
2726,0.7358407862056913,0.5957269755416942,0.00565805263136776,-0.004525238318456082,0.015454445639091041,0.07429714385956462,0.1769796690117118
2727,0.7389943485152839,0.5984935243411637,0.005656600993401484,-0.0025762135905326167,0.014950114929778824,0.07463484979372931,0.17731205265655126
2728,0.7360048967290347,0.5939923773556532,0.004979055647865049,-0.005269247608311489,0.012223345365029448,0.07581765521426077,0.18010788594913948
2729,0.7326081129112284,0.5965954938379611,0.005665648037008197,-0.003043117930405459,0.01613317154993832,0.07162477844856273,0.1729331585320697
2730,0.7384038602479209,0.5969589423028501,0.005798951351578707,-0.002793108559388857,0.016588278309138227,0.0767021989358044,0.1854630568123635
2731,0.7373261356345241,0.5934717545980683,0.004574789740527274,-0.005542553646523896,0.010283699587092299,0.07517731743116042,0.18160488764540694
2732,0.7332896659333568,0.5922847875782081,0.0038651481150817624,-0.007774688144592479,0.006304707106567942,0.07348247183553938,0.17670835296084123
2733,0.7322604021793184,0.594487498958346,0.004345215191992824,-0.007407313964433393,0.00861792619646884,0.07238869752143173,0.17312820197863726
2734,0.7392165896945465,0.5889095132973428,0.004932944987949273,-0.004646031932149963,0.011333589003491906,0.07472658948822945,0.17932881096119485
2735,0.743568472511379,0.5965853315570733,0.006390034128591404,-0.0030066095053087327,0.0190515587355502,0.07698088917111019,0.18391026880680722
2736,0.7325716768383811,0.5924132005481313,0.004799792807733572,-0.005843555136631484,0.011342255417295721,0.07230480564099488,0.17497946309950002
2737,0.7334280757409072,0.5951689404198329,0.005648059410592987,-0.0035734247159471266,0.016259303335778297,0.07540240524575338,0.1826151047547359
2738,0.739003393256064,0.5964552742669988,0.004732575727879551,-0.0067522213209999515,0.010702036163929285,0.07332884265496313,0.1735360006487517
2739,0.7266036460675626,0.590503364150593,0.003886407813780135,-0.007987921813073617,0.006930888734734686,0.07275792063566755,0.1752443705726384
2740,0.7316198066141985,0.5908145515561001,0.004760931391405543,-0.005173938988358162,0.01100086587460436,0.07293498568759534,0.1747040385592602
2741,0.7397889745647486,0.5954796619887615,0.005678347477424239,-0.003527765355310186,0.015132688014380835,0.07670210617806378,0.18305944962988457
2742,0.7413856193611034,0.6005884259207007,0.0065465389430447996,-0.0020439522542662347,0.019725398919409498,0.07661273680300466,0.18328419796412695
2743,0.7298569511824079,0.5880491659730532,0.004550808719756327,-0.0050306092478303865,0.009406306148605492,0.07336173040186994,0.17476027380236323
2744,0.737335264759118,0.59285934678727,0.005385744244954527,-0.005316721339417518,0.013077170464112609,0.07663912513943005,0.18231931094744727
2745,0.7383762169910749,0.5950379951670239,0.005087240469414667,-0.0047347194697872075,0.01210098914928237,0.0755772542131432,0.18004782536159714
2746,0.7375813205756477,0.5960669903145815,0.005922513910922467,-0.001815122080358611,0.01659076054818398,0.07507407599937621,0.17824468675294283
2747,0.7390884550315546,0.5914424364740898,0.004993288093689818,-0.005370131805642164,0.01154651388420802,0.0772105408613944,0.18274576492903394
2748,0.7433242919374204,0.5964209223946451,0.006112653954429059,-0.0027566343500339263,0.017068205666316838,0.07818546097164365,0.1853072550779356
2749,0.7320132620565878,0.5917414510759972,0.0048449211313872365,-0.005235047231803236,0.01135293523289893,0.07389412902268616,0.17821377787190268
2750,0.7306668735415802,0.59094652670006,0.0047599361188822575,-0.006153637619846664,0.010794537693961104,0.0760243975741404,0.1824016067123057
2751,0.737246139019544,0.5983104197400835,0.006334274774914661,-0.001861279806438132,0.018417568806100126,0.07496946271683201,0.1784779299847793
2752,0.733054048431167,0.5953879903454049,0.0063908551739018105,-0.001129251300004519,0.018755757538537088,0.07618154218757994,0.1815683609541714
2753,0.7348116644626899,0.5979455485293335,0.006288193815210175,-0.0021371209952602,0.01825041244451031,0.07522719880938798,0.1796156434607044
2754,0.7320430514124117,0.5940882626182091,0.005868454288539993,-0.0028199649037218277,0.015908042744075312,0.07482548030685768,0.17920177926503295
2755,0.7330153497315325,0.5961649698431526,0.0055729179900229076,-0.003019597878150093,0.015650495254291852,0.07492454323270098,0.18017494510467394
2756,0.7403914510470305,0.599438911702147,0.00684466300353348,0.0004795344417604097,0.021068194804165663,0.07516207875059551,0.1790013984880115
2757,0.73160755817757,0.5936305927226022,0.005423551009703598,-0.0026368965408838374,0.014529056028141252,0.07194960616745771,0.17278414638556394
2758,0.7343766652072874,0.5897303449983866,0.003959854323842937,-0.00802160157405174,0.0073223398457498146,0.0734086659621169,0.17785352211151897
2759,0.7362406057900663,0.5910822147603638,0.004015597944903804,-0.006106461599435953,0.007179847166546627,0.07342064286508732,0.1765559546722383
2760,0.7424769966882278,0.5955657701875549,0.006273674290425135,-0.0013992250220811187,0.0179801280005375,0.07763763211586946,0.1840025586001981
2761,0.7336948159272808,0.5940312940116468,0.005643159991091107,-0.0028701774232039456,0.01513038306569836,0.074232457100812,0.1782427212154209
2762,0.7418445047542154,0.5986057550900721,0.006373530755400703,-0.00046296532302514404,0.019296130270935574,0.07758388773766677,0.18280920668793657
2763,0.7341221896415002,0.5960834160865832,0.0054764741204085254,-0.00505408111007033,0.013645073336414848,0.0745257522240674,0.1769420003320304
2764,0.7322842880875385,0.5973835435452146,0.004946839035233186,-0.00470843717549041,0.012499628618844127,0.07033193804864966,0.1680698357239826
2765,0.7377057339908046,0.5949977914281671,0.00531544032144049,-0.005064136073873571,0.013083030170691234,0.07667032145266414,0.1829359317805362
2766,0.7352445471000354,0.5957391738173576,0.005300514439151582,-0.005063609745687203,0.013318953784735688,0.07509406910177299,0.17929860264560393
2767,0.736504065530883,0.5987226408314472,0.006612171254020804,-0.0012529239526252178,0.02123423739256991,0.07433648987588215,0.17963597452439012
2768,0.7427333978512493,0.5964534564060076,0.005773009890145286,-0.0021968398475310513,0.015941164613149872,0.07549110248214772,0.17826049036256458
2769,0.7355875706576935,0.593114250426652,0.005111479918669559,-0.004024430598906559,0.012696443512057676,0.07567876606108502,0.17868927356718617
2770,0.7274469552307188,0.5902216433066348,0.004146001083911388,-0.005026304682171467,0.008193240679009173,0.07232483489425928,0.1728722447490274
2771,0.7376752876033955,0.5943276624269709,0.0048338111481927015,-0.005705266987933499,0.011298510923757332,0.07512368551431542,0.17971892688618896
2772,0.7365400566479681,0.5941351568745536,0.0061038861112823195,-0.00048415162427772884,0.017738539304079426,0.07612376940725185,0.18173835807638625
2773,0.7366143335134324,0.5913449353687078,0.004923343370212274,-0.005015597203176347,0.012467698090411816,0.07520551972316378,0.18213290950005506
2774,0.7286403019824469,0.5855529583885222,0.0036829071746949937,-0.006294569098277636,0.00553641340675437,0.07317172464213079,0.1744517880676582
2775,0.7304239165539359,0.5889505773021212,0.004600675927161846,-0.004902995097965546,0.010126526225106347,0.07451485192462984,0.17876508133416036
2776,0.7307912351568011,0.5945055654776901,0.006940721744911671,-0.0006958133314983739,0.021881318360088664,0.07358334770324583,0.17501316342451922
2777,0.7397383081508444,0.5909623563598085,0.003471519441195725,-0.008358735107927062,0.004612686717291092,0.0763126239705345,0.18154512650309668
2778,0.7372915910522808,0.5915770273692162,0.004339671762276898,-0.006067568384776845,0.008841826389763607,0.07521719408442609,0.17918557530317059
2779,0.7375456174828262,0.5906895119791993,0.004801903849174005,-0.004676496813652897,0.011692184338920386,0.07552903523856869,0.1824694654703954
2780,0.733127572913325,0.5922509927413547,0.005637657867475054,-0.003118182146131021,0.014974945605591095,0.07584944098173792,0.1810898088912432
2781,0.7300678259341566,0.5911685595348058,0.005610191227097827,-0.004121383199465978,0.015443251410443781,0.07420222728120153,0.17731112575639565
2782,0.7389309872348703,0.5965653000165394,0.005151153516029461,-0.0032129530850711907,0.013574327901641259,0.07218291716562965,0.1738498149127446
2783,0.7288073904128985,0.5926640803643292,0.004588276575804295,-0.006363008858084829,0.009789052243613261,0.07558355330054399,0.181219904506269
2784,0.7413267238479552,0.5948042168929619,0.005868380718844435,-0.003986293171065025,0.0162291296588829,0.07859201513597847,0.1862315957023478
2785,0.7329360313724266,0.5955996152750865,0.005199414150518278,-0.004005013775522537,0.013507770699580535,0.07442427106069528,0.17869396187045505
2786,0.7385435653332378,0.5940480144786764,0.005537144324437082,-0.003225760299804925,0.014486019906661651,0.07556339511373208,0.17862218642093758
2787,0.7296933699503263,0.591634593794741,0.00491192017628006,-0.003943676389468798,0.011853023328041279,0.07207513345481088,0.17091646973691535
2788,0.7314022048117886,0.5933990558859805,0.004354493579155738,-0.007074211555604948,0.009274017659085754,0.0744045846717553,0.17904085992582208
2789,0.7359019325250012,0.5979280715984991,0.006067563863622505,-0.0040161423387010675,0.017581169647496675,0.07495254697548275,0.17984544018150145
2790,0.7374599133788404,0.5980041197181127,0.005437744701537239,-0.004001604117044977,0.014425437497021854,0.0772280983661119,0.1839909408283715
2791,0.7289232686775289,0.5917669521750376,0.004829383647798724,-0.005678042673895378,0.01165218105981225,0.07319512341807498,0.1750624647376481
2792,0.7351784968671355,0.5916985535728043,0.005005474675050525,-0.004718608353784681,0.012591434590057848,0.07261798645241176,0.17806681942262423
2793,0.7442018560879454,0.595935708452345,0.006259533087223157,-0.0023044717625539946,0.018236235963874914,0.07743062973456659,0.18505649049582107
2794,0.7373231683852214,0.5996136998262662,0.005396150075448358,-0.003644800779093349,0.013986407722448968,0.07361299905005327,0.17548152298510838
2795,0.7318604414967627,0.5954676816670686,0.005949066576411588,-0.0014803349321594883,0.01708116437015783,0.07459146111908979,0.17741557820151282
2796,0.7272827837987328,0.5920661560632627,0.0045847375297446424,-0.005433467309986062,0.010248625971243208,0.07319236537339961,0.17387416515949117
2797,0.7460866074204324,0.5999485517657164,0.0068384483162117204,0.00016428147839220308,0.021087203285146683,0.07862384330606374,0.18623293990713058
2798,0.7318279710652151,0.5909781800143944,0.0037462371732096544,-0.008423763606180246,0.005957520990176879,0.07352237356464388,0.17490065650872028
2799,0.7332195531968421,0.595144277334611,0.005714754401722533,-0.0039818281008744405,0.01589696777759153,0.07394838485859676,0.17541366663497765
2800,0.7370578617735455,0.5969033156449646,0.006102809139714838,-0.004036910164375018,0.01780195811231211,0.07460880760040577,0.1790620137808402
2801,0.7365324883658192,0.5938021760566141,0.005247446196171679,-0.003841571965580104,0.013313503696606555,0.0773468762313384,0.18490028781841833
2802,0.7360266896230474,0.5953163988458946,0.005583488745160459,-0.004286642817704411,0.015217872976627578,0.07436428966279712,0.17844215791935253
2803,0.735645861572285,0.5968934473104603,0.0049138534402414225,-0.00588144041963734,0.012106894105641253,0.07491018977480708,0.18103234345272562
2804,0.7351898825720654,0.5956001678762264,0.00665245576666218,-0.0008362708362410487,0.021197018032273585,0.07541848334524313,0.18259519053433398
2805,0.7370526504167266,0.5931732406230152,0.003575714068211333,-0.007831283610071238,0.005409419192652587,0.07146685469985026,0.17179755450577555
2806,0.740849814373053,0.5931764734843363,0.004213821962208875,-0.007105523019189208,0.00833505218431585,0.07632676770343773,0.1828538496765994
2807,0.7313919981780818,0.59110012043694,0.0042750028279171515,-0.00713314836140444,0.008209799601214818,0.07461271829956315,0.17978679147165888
2808,0.7365900037068664,0.5972566576242824,0.005988907663189824,-0.0009384068328314177,0.01767650257620479,0.07394822350117868,0.1761591944875072
2809,0.7259960378532273,0.5870163684374377,0.004355824320619761,-0.005798111731444733,0.009275952488628114,0.07660571477975188,0.18464073829927488
2810,0.733123125710562,0.5935888812425325,0.004811271822943275,-0.004795317295398616,0.012130931905367515,0.07241106468055344,0.17546555349866536
2811,0.731547102860727,0.5964804626371776,0.006677425765423961,-0.0011856301335909647,0.020413335813375455,0.0768744763552955,0.18131130053435793
2812,0.7408597963154379,0.5964020264220998,0.004193895690928651,-0.006989360364802133,0.008718907367528117,0.0772484193321768,0.18587432871270482
2813,0.7308207981520973,0.5935545292628011,0.0035816397883393636,-0.008246052722917452,0.0049270329876589525,0.07475309719071717,0.180233880640225
2814,0.7319950607636316,0.592164531166803,0.004828492339259971,-0.0057989252443322314,0.011340307571268804,0.07374269026191561,0.17531948271559034
2815,0.7344140976192609,0.5939978038247204,0.004860754769790532,-0.005581718223190091,0.011900966729229245,0.07530829566557422,0.1813243105504563
2816,0.7292294281672762,0.5923731261357026,0.00485610128692715,-0.004676613471790048,0.011863848218068851,0.07275418987712663,0.17531215361956484
2817,0.7400987639012282,0.5961968315234615,0.005713730960776209,-0.0043780229673433535,0.014831872225382958,0.07614093330462623,0.18257813583792754
2818,0.7375366465055754,0.5953289038427678,0.005987744514318494,-0.00449571125093684,0.017400292515739935,0.07597225786340081,0.1817710169747645
2819,0.7319049340634388,0.589247127100728,0.004574893295537397,-0.0065772055624883086,0.009934651085276802,0.07590699573078429,0.18247745590934483
2820,0.7358264526875137,0.59455590601918,0.0058157172407823365,-0.0025763676335792685,0.015485061590882032,0.07614586235720257,0.17945898283096506
2821,0.7401536205950484,0.5996231742101822,0.005992671735831845,-0.0036825750407906144,0.017061603456593133,0.0765906492087002,0.1822102316729347
2822,0.7389275577433703,0.6007325646919661,0.007386775824378744,8.086090338799146e-05,0.023952120791116638,0.07756489865801754,0.18315877337679115
2823,0.7256684172165274,0.5887296669142037,0.004380697867158334,-0.005215230884419775,0.009387025978665808,0.0736433905684964,0.17876871638319522
2824,0.7306454024248382,0.5931180837786189,0.004819195439679014,-0.004615417359689067,0.011235494740723273,0.07405364070296487,0.17624474124902995
2825,0.73256353658326,0.5933529397203018,0.005979126999776874,-0.0019704675578500197,0.01735561760260451,0.07217152909929767,0.17252158981869603
2826,0.7378212096150233,0.59471946992857,0.0048394659849292365,-0.005078198195642147,0.011258280901494722,0.07687281255314769,0.18282803453848448
2827,0.7368185912675573,0.5951757263417327,0.004428864722389014,-0.006755223582667225,0.009707013662109798,0.07555690807302874,0.18109719642979963
2828,0.7276288817394115,0.5923189196615283,0.004919959440472077,-0.006085983609546264,0.011999061138267764,0.07420380752838243,0.1787788432045938
2829,0.7319581911812505,0.5939701978212661,0.005478841816903057,-0.004000381907479533,0.014024235060382417,0.0751543822655512,0.17971807152461963
2830,0.7299900082619479,0.5907442047440299,0.0038562334241037943,-0.007281070825003844,0.007076265965748063,0.07410845597822119,0.1803683262170409
2831,0.7396260109931793,0.5994504082645163,0.005784673741979773,-0.0029476857760439845,0.015396624862621833,0.07365397553780598,0.1726319377606673
2832,0.7402328153601527,0.5958087346922427,0.005360595514307898,-0.0034456909556951354,0.013817736794171198,0.0758549373322635,0.1791237759223807
2833,0.7346863590164118,0.591636326739205,0.004928634087282391,-0.003902157248399374,0.011268346445943767,0.0750645017527743,0.17744823310601365
2834,0.7346370931701122,0.5940224544801411,0.004939196550909353,-0.006247899081368802,0.01135817454563226,0.07531664964249234,0.17768323475493758
2835,0.7348160416505602,0.5875860623097299,0.002682476839117154,-0.009472686232668837,0.0005883411408156292,0.07355603268684212,0.17757855127994793
2836,0.7273554776990458,0.5844850561999566,0.0033314750970718787,-0.007841178070979171,0.003951663937801886,0.0737576123200744,0.17825379443040046
2837,0.7377591224877488,0.5976223577513177,0.006667900188388698,-0.0014529589422471734,0.019916688905197155,0.07540066263270259,0.18129304598978005
2838,0.7390082898352007,0.595613114374921,0.005806031043488091,-0.0020590269457392285,0.0159734685752283,0.07369147581913163,0.1763739359038558
2839,0.7372925532583604,0.5957412086556693,0.005908141054249527,-0.0035731214451533155,0.016408245185106085,0.0753014752603807,0.1794055201698514
2840,0.7404031190245931,0.5984461799874743,0.006468701275723299,-0.0030086124806469883,0.019222804646940372,0.07819621592214228,0.18559516531534692
2841,0.7375403396401078,0.5928234938666188,0.004838846919595463,-0.004616101228414493,0.011040039924289813,0.07740228034452461,0.18396231214578607
2842,0.7309872773059299,0.5911136658854479,0.0042092786969119,-0.0038502361242848115,0.008274649666084044,0.07313972338271221,0.17498276766699933
2843,0.7328467908605474,0.5975610459090279,0.006068214768797153,-0.002667444368585792,0.017146820293809872,0.07478609597960614,0.17744414113840867
2844,0.7378784913993622,0.5957834749612965,0.005137251236163709,-0.005862967029971133,0.012710237387810075,0.07498305556038304,0.17840492165487606
2845,0.7353019403221124,0.5949474061047121,0.004996813655100074,-0.0036985211607714064,0.012437267273585184,0.0732152590913417,0.17542628444729227
2846,0.7398807095300972,0.5921730811802313,0.004987723794837917,-0.006021803705256623,0.01219310811759211,0.07727186552072803,0.18646815961376081
2847,0.7369138454425219,0.5960105278560153,0.0048314244655849325,-0.004390615223438421,0.01179157603728287,0.07400971165828714,0.17755512233455745
2848,0.7271011625903064,0.5972894257615244,0.005820382229842158,-0.005360529107718337,0.0165478859538154,0.07388029892835074,0.17872066043531462
2849,0.7403599517084348,0.5940677984777794,0.004411953543251745,-0.005698195515037585,0.008476950373006553,0.07401773716742811,0.175442601194426
2850,0.727913437546271,0.5946943846895298,0.005158371440492804,-0.0029983796535808516,0.013346370884081526,0.07233183073964584,0.17424690803706275
2851,0.735119086359638,0.5980840497809561,0.004733733975611165,-0.0048647694910152195,0.01134881212862815,0.07131683891991743,0.17143959861057506
2852,0.7388300175001298,0.5961986047570893,0.005346176846433126,-0.003736905502350951,0.014001271529302972,0.07540346285202396,0.18208576897211734
2853,0.7316524371658484,0.5887016161209503,0.004359119875997353,-0.005844904447316335,0.00879336808011455,0.07481301914001727,0.17823732649061486
2854,0.7364227920382405,0.5945954341526472,0.005672555061310258,-0.003484957721643256,0.015051859610185292,0.07624623719076114,0.18124939447557759
2855,0.7405840682754855,0.5956352222775729,0.0050634859685393385,-0.004534749724812048,0.012372352408915432,0.07658066126101429,0.18237868346250585
2856,0.7303156955632852,0.5920666742346412,0.005131247183406851,-0.004226762823384966,0.013351673849573142,0.07242392008537242,0.17411295572916666
2857,0.7297833098778919,0.5912058177982584,0.003993693998810222,-0.006447709473989649,0.007928492801572928,0.07096507067128702,0.16840975325919572
2858,0.7273560354234871,0.5881895278896702,0.004218495875257355,-0.004451420349696811,0.008497948701382652,0.0722719337094041,0.17420047720606485
2859,0.7279314067938312,0.5946594928122553,0.006066041568643876,-0.002795762005707192,0.01802742251887801,0.0755760495384557,0.18022251676908865
2860,0.7393237849227547,0.5943075083958123,0.004177268948313717,-0.0065115853052156725,0.008378580014092085,0.07470389695525455,0.17794708336572598
2861,0.7320032702837008,0.5946824480391047,0.005025058577837305,-0.0036824995562803053,0.011431085562497834,0.07264442197965554,0.17138064954124776
2862,0.733567392609569,0.5951937081889949,0.005266891665326789,-0.00582676878256061,0.013040568123654395,0.07600187178931359,0.18213160613926763
2863,0.7412715932500579,0.5962265653266825,0.006256868575861385,-0.0011741760834783621,0.017865734421686597,0.07691357616642865,0.1835083648797167
2864,0.7328160822092059,0.5995733545413391,0.006447705597278253,-0.002573559767020006,0.019849986886965598,0.0754856027161153,0.18185479759355563
2865,0.7374945465910416,0.5975000125096185,0.005116386078069746,-0.003429945322883654,0.01275792017145716,0.07333068878845778,0.17554098628514242
2866,0.7371482472584997,0.5971163712723979,0.007237850493150733,0.0020435862508634273,0.022846767709791882,0.07789392702869885,0.1864963004603534
2867,0.7348389923825719,0.5911897052444945,0.004295542025588905,-0.006871750611592842,0.00870225166159,0.07540859545693118,0.1786219376815341
2868,0.7364790206636496,0.5948051036223853,0.005216470212673352,-0.004894676883416604,0.013143167459830463,0.07452010625756239,0.17766857490247734
2869,0.7325881461396452,0.5973797620247525,0.0052616369394040685,-0.00569593342397634,0.01410079763364469,0.07360938637434161,0.1772318468694169
2870,0.738685626772667,0.5966416559676967,0.006350570654021781,-0.0005798596215433882,0.018821020499900754,0.07381248377710078,0.17535720541500888
2871,0.7408483806026592,0.5978992954298086,0.005035825784638459,-0.0044306048970673695,0.01249634304342373,0.07549614274777691,0.1818028225529691
2872,0.7296798596217647,0.5934376491997695,0.005291665505682386,-0.004006986361980602,0.013563131493722125,0.07474057849575963,0.1783768339690926
2873,0.7382747121785171,0.5955476616723341,0.006187574558483067,-0.003327013416759783,0.01784051058616143,0.07662206229618801,0.18274846402218692
2874,0.7319668189317059,0.5883496685826628,0.004188270982667941,-0.0070870266382792035,0.007912283002309839,0.0729302010007633,0.1745497803257876
2875,0.7406084426859245,0.59500589328896,0.00606311441320706,-0.002859476452210963,0.016857661074240582,0.07563613448240622,0.18028570713767483
2876,0.7317103042692129,0.5925886238031551,0.00577524253573547,-0.0031637054196395065,0.01532396924356616,0.0753611975443613,0.17876120037737878
2877,0.7372563112088648,0.5968615256249066,0.0055328925774840165,-0.003397253647132392,0.01462240969776396,0.07656140058993369,0.1827091585036012
2878,0.7302513560552646,0.5907171261000026,0.004847683244246781,-0.005286340045602023,0.011088746718490361,0.0731100679003121,0.17444111418303856
2879,0.7355354386294056,0.5962436795748133,0.006757384047497927,7.314387406032186e-05,0.020346210531391407,0.07612066436643525,0.17993132469967293
2880,0.7392910711251303,0.5979917021260434,0.006360316457454718,-0.0036316047189240974,0.018216565521039674,0.07718583359354649,0.18363234234642725
2881,0.7360284662879447,0.5986867096552407,0.005938578635277358,-0.0021413526191287335,0.01758766124462341,0.07478514269203257,0.17840245206944785
2882,0.7379491431578756,0.5956162482785265,0.004978216257857437,-0.004554147178657653,0.012095656121051124,0.07426593077161171,0.17789562246641
2883,0.7253330077587434,0.5890592008263786,0.004221854271114656,-0.006165698826812727,0.008383823861652484,0.07190432338199292,0.17275311052723052
2884,0.7403562248940423,0.5903290578994767,0.004956893933565243,-0.004029379839647795,0.011158635300701603,0.07833359360088837,0.18642609945153915
2885,0.7324646380866606,0.5942802406670743,0.005533128810041643,-0.003347068932916919,0.014497257163691768,0.07386896318575804,0.17666844689111189
2886,0.728203264720945,0.5888008607846751,0.003160011490950798,-0.009111912480182616,0.0031276255189712776,0.07254956068118584,0.17495446075249682
2887,0.7406257413381183,0.6009283201309381,0.0069078264375346254,-0.0011169197811413678,0.022449391235682126,0.07754780916117299,0.18497634560318713
2888,0.7365281470949743,0.5950583587890539,0.005946913720129787,-0.0023133096055796276,0.016793654450606432,0.07616490757069284,0.1807585531150486
2889,0.7403630398358738,0.5958076155979516,0.00462326338947483,-0.004673836821571076,0.010595204889197851,0.07389489643565375,0.17756343048857204
2890,0.7326932467500277,0.5924613410642695,0.004062038404726742,-0.00597875709175355,0.008317860215206863,0.07360263298545669,0.17709836786425598
