token_index,image_index,image_id,slide_id,region_id,component_id,base_predicted_class,gt_majority_class,purity,taxonomy,region_area,core_area,rim_area,empty_core,empty_rim,common_support,whole_dispersion,core_dispersion,rim_dispersion,core_rim_discrepancy,gt_pixels_0,gt_pixels_1,gt_pixels_2,gt_pixels_3,gt_pixels_4
2404,841,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482:2:2,2,2,2,1.0,Type-A,9,1,8,False,False,True,0.029393501579761505,-1.1920928955078125e-07,0.029736541211605072,0.029943525791168213,0,0,9,0,0
2405,841,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482:2:3,3,2,2,1.0,Type-A,4,0,4,True,False,False,0.011538192629814148,,0.011538192629814148,,0,0,4,0,0
2406,841,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482:2:5,5,2,1,1.0,Type-B,6,0,6,True,False,False,0.028695881366729736,,0.028695881366729736,,0,6,0,0,0
2407,841,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482:2:6,6,2,2,0.8970588235294118,Type-A,68,24,44,False,False,True,0.023754850029945374,0.014887295663356781,0.023898951709270477,0.013486862182617188,0,7,61,0,0
2408,841,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482:2:7,7,2,2,1.0,Type-A,9,0,9,True,False,False,0.026521530002355576,,0.026521530002355576,,0,0,9,0,0
2409,842,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483:1:1,1,1,4,0.7523939808481532,Mixed,731,544,187,False,False,True,0.08360982686281204,0.06134267523884773,0.1388235092163086,0.018877148628234863,0,181,0,0,550
2410,842,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483:2:1,1,2,4,1.0,Type-B,11,2,9,False,False,True,0.04800333082675934,0.008267402648925781,0.04733412712812424,0.05392765998840332,0,0,0,0,11
2411,842,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483:2:2,2,2,4,1.0,Type-B,2,0,2,True,False,False,0.010588765144348145,,0.010588765144348145,,0,0,0,0,2
2412,842,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483:2:3,3,2,1,1.0,Type-B,40,18,22,False,False,True,0.06084810569882393,0.041626159101724625,0.06729897856712341,0.02221822738647461,0,40,0,0,0
2413,843,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+484,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+484:1:1,1,1,1,0.5880102040816326,Mixed,784,588,196,False,False,True,0.0812780112028122,0.06018025055527687,0.12434068322181702,0.03267556428909302,0,461,0,0,323
2414,844,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+485,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+485:1:1,1,1,1,0.6415816326530612,Mixed,784,588,196,False,False,True,0.08576309680938721,0.06070559844374657,0.135870561003685,0.03706943988800049,0,503,0,0,281
2415,845,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+486,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+486:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.04199105501174927,0.029391586780548096,0.06767311692237854,0.018611252307891846,0,784,0,0,0
2416,846,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+487,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+487:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.041650041937828064,0.028323056176304817,0.06927770376205444,0.01945054531097412,0,784,0,0,0
2417,847,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+488,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+488:1:1,1,1,1,1.0,Type-A,784,588,196,False,False,True,0.0456656813621521,0.034353651106357574,0.06564458459615707,0.01929914951324463,0,784,0,0,0
2418,848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489:1:1,1,1,1,0.8533724340175953,Type-A,682,407,275,False,False,True,0.09290535002946854,0.061761751770973206,0.12875057756900787,0.01504671573638916,0,582,49,0,51
2419,848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489:2:1,1,2,1,1.0,Type-B,17,2,15,False,False,True,0.05643463134765625,0.009333491325378418,0.057802293449640274,0.03730511665344238,0,17,0,0,0
2420,848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489:2:2,2,2,1,1.0,Type-B,10,0,10,True,False,False,0.013845724053680897,,0.013845724053680897,,0,10,0,0,0
2421,848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489:2:3,3,2,2,0.7407407407407407,Mixed,27,8,19,False,False,True,0.04890114441514015,0.02464471012353897,0.051855817437171936,0.024409890174865723,0,7,20,0,0
2422,848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489:2:4,4,2,1,1.0,Type-B,3,0,3,True,False,False,0.004565993789583445,,0.004565993789583445,,0,3,0,0,0
2423,848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489:2:5,5,2,1,1.0,Type-B,45,8,37,False,False,True,0.0254144836217165,0.007615439593791962,0.02712969481945038,0.010473132133483887,0,45,0,0,0
2424,849,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+49,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+49:1:1,1,1,1,0.9706632653061225,Type-A,784,588,196,False,False,True,0.10300888121128082,0.07646486908197403,0.1500166654586792,0.049122512340545654,0,761,23,0,0
2425,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:1:1,1,1,1,0.47183098591549294,Mixed,710,469,241,False,False,True,0.08583633601665497,0.058712299913167953,0.1280427873134613,0.017691850662231445,0,335,79,0,296
2426,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:2:1,1,2,4,1.0,Type-B,2,0,2,True,False,False,0.019832491874694824,,0.019832491874694824,,0,0,0,0,2
2427,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:2:2,2,2,2,1.0,Type-A,2,0,2,True,False,False,0.005769610404968262,,0.005769610404968262,,0,0,2,0,0
2428,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:2:3,3,2,1,0.5,Mixed,2,0,2,True,False,False,0.027073919773101807,,0.027073919773101807,,0,1,0,0,1
2429,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:2:4,4,2,4,0.9523809523809523,Type-B,21,1,20,False,False,True,0.01398955937474966,0.0,0.014159965328872204,0.011087179183959961,0,0,1,0,20
2430,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:2:5,5,2,2,0.9642857142857143,Type-A,28,6,22,False,False,True,0.059757381677627563,0.04706716537475586,0.061301279813051224,0.009944438934326172,0,1,27,0,0
2431,850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490:2:6,6,2,2,1.0,Type-A,19,10,9,False,False,True,0.05097534507513046,0.03288973122835159,0.0486118346452713,0.04382753372192383,0,0,19,0,0
2432,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:1:1,1,1,1,0.6798245614035088,Mixed,228,119,109,False,False,True,0.08540494740009308,0.05406973883509636,0.11583865433931351,0.007567048072814941,0,155,73,0,0
2433,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:1:2,2,1,1,0.6774193548387096,Mixed,31,9,22,False,False,True,0.08447305113077164,0.06735559552907944,0.08498679846525192,0.02463853359222412,0,21,10,0,0
2434,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:1:3,3,1,2,1.0,Type-B,2,0,2,True,False,False,0.022060304880142212,,0.022060304880142212,,0,0,2,0,0
2435,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:1:4,4,1,2,1.0,Type-B,4,0,4,True,False,False,0.0367131233215332,,0.0367131233215332,,0,0,4,0,0
2436,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:1:5,5,1,1,0.673469387755102,Mixed,147,85,62,False,False,True,0.09153193980455399,0.06336444616317749,0.12164324522018433,0.016776323318481445,0,99,43,0,5
2437,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:2:1,1,2,2,1.0,Type-A,53,25,28,False,False,True,0.037668146193027496,0.02695855312049389,0.04356113448739052,0.007885158061981201,0,0,53,0,0
2438,851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491:2:2,2,2,2,0.9435736677115988,Type-A,319,184,135,False,False,True,0.050380706787109375,0.027564637362957,0.06868700683116913,0.02302771806716919,0,18,301,0,0
2439,852,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492:1:1,1,1,1,0.5089686098654709,Mixed,446,228,218,False,False,True,0.08234744518995285,0.055010270327329636,0.10478868335485458,0.012175023555755615,0,227,187,0,32
2440,852,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492:2:1,1,2,2,0.9672131147540983,Type-A,305,172,133,False,False,True,0.034446947276592255,0.019309304654598236,0.0476948544383049,0.009731650352478027,0,1,295,0,9
2441,852,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492:2:2,2,2,2,0.9090909090909091,Type-A,33,14,19,False,False,True,0.036145392805337906,0.02779066562652588,0.03728272765874863,0.012486636638641357,0,3,30,0,0
2442,853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493:1:1,1,1,1,0.5600558659217877,Mixed,716,454,262,False,False,True,0.07656797021627426,0.049217063933610916,0.11573751270771027,0.012376725673675537,0,401,8,0,307
2443,853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493:2:2,2,2,4,1.0,Type-B,9,0,9,True,False,False,0.01583821326494217,,0.01583821326494217,,0,0,0,0,9
2444,853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493:2:3,3,2,4,1.0,Type-B,3,0,3,True,False,False,0.006385346408933401,,0.006385346408933401,,0,0,0,0,3
2445,853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493:2:4,4,2,4,1.0,Type-B,8,0,8,True,False,False,0.012040816247463226,,0.012040816247463226,,0,0,0,0,8
2446,853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493:2:5,5,2,4,1.0,Type-B,43,15,28,False,False,True,0.039557360112667084,0.02499568462371826,0.04082072526216507,0.01941007375717163,0,0,0,0,43
2447,853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493:2:6,6,2,4,1.0,Type-B,4,0,4,True,False,False,0.008203685283660889,,0.008203685283660889,,0,0,0,0,4
2448,854,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494:1:1,1,1,4,0.5208333333333334,Mixed,528,348,180,False,False,True,0.07686087489128113,0.05103954300284386,0.11195797473192215,0.02346658706665039,0,253,0,0,275
2449,854,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494:2:1,1,2,4,1.0,Type-B,3,0,3,True,False,False,0.023691633716225624,,0.023691633716225624,,0,0,0,0,3
2450,854,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494:2:2,2,2,4,0.9444444444444444,Type-B,18,6,12,False,False,True,0.057740289717912674,0.037259358912706375,0.057464566081762314,0.030925989151000977,0,1,0,0,17
2451,854,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494:2:3,3,2,4,0.7191489361702128,Mixed,235,135,100,False,False,True,0.05421341583132744,0.03075161762535572,0.07724832743406296,0.014409422874450684,0,66,0,0,169
2452,855,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+495,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+495:1:1,1,1,4,0.6211734693877551,Mixed,784,588,196,False,False,True,0.08611395210027695,0.06569521129131317,0.1278851330280304,0.03044813871383667,0,297,0,0,487
2453,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:1:1,1,1,4,0.7644230769230769,Mixed,208,101,107,False,False,True,0.08836624026298523,0.059367503970861435,0.11047708988189697,0.011573374271392822,0,49,0,0,159
2454,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:1:2,2,1,4,1.0,Type-B,2,0,2,True,False,False,0.00524061918258667,,0.00524061918258667,,0,0,0,0,2
2455,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:1:3,3,1,1,0.9090909090909091,Type-A,22,8,14,False,False,True,0.05300207436084747,0.02408584952354431,0.06261887401342392,0.0199509859085083,0,20,0,0,2
2456,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:1:4,4,1,4,0.8292682926829268,Type-B,82,46,36,False,False,True,0.08595588803291321,0.047956325113773346,0.10992231965065002,0.047960758209228516,0,14,0,0,68
2457,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:1:5,5,1,4,0.5384615384615384,Mixed,13,3,10,False,False,True,0.036140576004981995,0.003956337925046682,0.03723885491490364,0.040222764015197754,0,4,2,0,7
2458,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:2:1,1,2,4,0.5749440715883669,Mixed,447,269,178,False,False,True,0.04983668401837349,0.03276212140917778,0.06970103085041046,0.009674906730651855,0,99,91,0,257
2459,856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496:2:2,2,2,4,0.8,Type-B,10,0,10,True,False,False,0.016252940520644188,,0.016252940520644188,,0,2,0,0,8
2460,857,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497:1:1,1,1,4,0.5485436893203883,Mixed,618,424,194,False,False,True,0.09570494294166565,0.0677056834101677,0.12891799211502075,0.035882771015167236,0,194,85,0,339
2461,857,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497:1:2,2,1,1,0.8888888888888888,Type-A,9,3,6,False,False,True,0.05320889502763748,0.02856822870671749,0.0526261031627655,0.042530059814453125,0,8,1,0,0
2462,857,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497:2:1,1,2,2,0.5142857142857142,Mixed,105,55,50,False,False,True,0.040943700820207596,0.020911341533064842,0.057759713381528854,0.008790969848632812,0,51,54,0,0
2463,857,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497:2:2,2,2,4,0.38461538461538464,Mixed,52,22,30,False,False,True,0.053114764392375946,0.040059853345155716,0.05905453488230705,0.009481310844421387,0,17,15,0,20
2464,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:1:1,1,1,1,0.75,Mixed,8,2,6,False,False,True,0.053405456244945526,0.030020534992218018,0.053570181131362915,0.03392606973648071,0,6,0,0,2
2465,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:1:2,2,1,1,0.6317991631799164,Mixed,478,275,203,False,False,True,0.08698735386133194,0.05554570257663727,0.11994633078575134,0.015181422233581543,0,302,34,0,142
2466,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:1:3,3,1,4,1.0,Type-B,3,0,3,True,False,False,0.006090978626161814,,0.006090978626161814,,0,0,0,0,3
2467,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:2:1,1,2,4,0.9574468085106383,Type-B,188,104,84,False,False,True,0.05377257615327835,0.03019539639353752,0.06775833666324615,0.026803016662597656,0,8,0,0,180
2468,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:2:2,2,2,1,0.5818181818181818,Mixed,55,31,24,False,False,True,0.08711297065019608,0.06566183269023895,0.09655506163835526,0.04064267873764038,0,32,23,0,0
2469,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:2:3,3,2,2,0.84,Type-A,25,2,23,False,False,True,0.02322683110833168,0.006522417068481445,0.02336179092526436,0.016654491424560547,0,4,21,0,0
2470,858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498:2:4,4,2,4,0.9629629629629629,Type-B,27,13,14,False,False,True,0.05030987784266472,0.0262288860976696,0.0492892861366272,0.04845237731933594,0,1,0,0,26
2471,859,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+499,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+499:1:1,1,1,1,0.8163265306122449,Type-A,784,588,196,False,False,True,0.1053549200296402,0.051708295941352844,0.10395192354917526,0.24605590105056763,0,640,0,0,144
2472,860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5:1:1,1,1,3,1.0,Type-B,212,109,103,False,False,True,0.08657798171043396,0.05332041531801224,0.1153680756688118,0.017701387405395508,0,0,0,212,0
2473,860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5:1:2,2,1,3,1.0,Type-B,7,0,7,True,False,False,0.04410398751497269,,0.04410398751497269,,0,0,0,7,0
2474,860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5:1:4,4,1,3,1.0,Type-B,79,40,39,False,False,True,0.08487380295991898,0.06264549493789673,0.10193691402673721,0.016601264476776123,0,0,0,79,0
2475,860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5:1:5,5,1,3,1.0,Type-B,7,1,6,False,False,True,0.0401863269507885,0.0,0.04097665473818779,0.041556596755981445,0,0,0,7,0
2476,860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5:1:6,6,1,3,1.0,Type-B,14,4,10,False,False,True,0.04043087363243103,0.016145721077919006,0.044724076986312866,0.019608616828918457,0,0,0,14,0
2477,860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5:3:1,1,3,3,1.0,Type-A,464,280,184,False,False,True,0.06582985818386078,0.04757089912891388,0.08631963282823563,0.01390683650970459,0,0,0,464,0
2478,861,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50:0:1,1,0,1,1.0,Type-B,67,26,41,False,False,True,0.04338229447603226,0.01930270902812481,0.05331326276063919,0.014373064041137695,0,67,0,0,0
2479,861,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50:1:1,1,1,1,1.0,Type-A,715,524,191,False,False,True,0.11329203844070435,0.0813741683959961,0.1594400256872177,0.06514298915863037,0,715,0,0,0
2480,861,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50:1:2,2,1,1,1.0,Type-A,2,0,2,True,False,False,0.008218526840209961,,0.008218526840209961,,0,2,0,0,0
2481,862,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+500,TCGA-GM-A2DB-DX1,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+500:1:1,1,1,1,0.8150510204081632,Type-A,784,588,196,False,False,True,0.11034352332353592,0.08810156583786011,0.15619175136089325,0.021131277084350586,0,639,0,0,145
