image_index,image_id,slide_id,region_count
866,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+504,TCGA-GM-A2DB-DX1,1
867,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+505,TCGA-GM-A2DB-DX1,1
868,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+506,TCGA-GM-A2DB-DX1,1
869,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+507,TCGA-GM-A2DB-DX1,5
870,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+508,TCGA-GM-A2DB-DX1,7
871,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+509,TCGA-GM-A2DB-DX1,5
872,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+51,TCGA-GM-A2DB-DX1,2
873,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+510,TCGA-GM-A2DB-DX1,6
874,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+511,TCGA-GM-A2DB-DX1,6
875,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+512,TCGA-GM-A2DB-DX1,4
876,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+513,TCGA-GM-A2DB-DX1,3
877,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+514,TCGA-GM-A2DB-DX1,4
878,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+515,TCGA-GM-A2DB-DX1,1
879,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+516,TCGA-GM-A2DB-DX1,4
880,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+517,TCGA-GM-A2DB-DX1,3
881,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+518,TCGA-GM-A2DB-DX1,1
882,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+519,TCGA-GM-A2DB-DX1,1
883,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+52,TCGA-GM-A2DB-DX1,3
884,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+520,TCGA-GM-A2DB-DX1,1
885,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+521,TCGA-GM-A2DB-DX1,1
886,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+522,TCGA-GM-A2DB-DX1,2
887,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+523,TCGA-GM-A2DB-DX1,5
888,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+524,TCGA-GM-A2DB-DX1,2
889,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+525,TCGA-GM-A2DB-DX1,4
890,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+526,TCGA-GM-A2DB-DX1,5
891,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+527,TCGA-GM-A2DB-DX1,6
892,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+528,TCGA-GM-A2DB-DX1,1
893,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+529,TCGA-GM-A2DB-DX1,2
894,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+53,TCGA-GM-A2DB-DX1,1
895,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+530,TCGA-GM-A2DB-DX1,1
896,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+531,TCGA-GM-A2DB-DX1,1
897,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+532,TCGA-GM-A2DB-DX1,1
898,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+533,TCGA-GM-A2DB-DX1,1
899,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+534,TCGA-GM-A2DB-DX1,3
900,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+535,TCGA-GM-A2DB-DX1,5
901,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+536,TCGA-GM-A2DB-DX1,5
902,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+537,TCGA-GM-A2DB-DX1,4
903,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+538,TCGA-GM-A2DB-DX1,3
904,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+539,TCGA-GM-A2DB-DX1,5
905,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+54,TCGA-GM-A2DB-DX1,1
906,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+540,TCGA-GM-A2DB-DX1,4
907,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+541,TCGA-GM-A2DB-DX1,1
908,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+542,TCGA-GM-A2DB-DX1,6
909,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+543,TCGA-GM-A2DB-DX1,5
910,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+544,TCGA-GM-A2DB-DX1,4
911,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+545,TCGA-GM-A2DB-DX1,1
912,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+546,TCGA-GM-A2DB-DX1,1
913,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+55,TCGA-GM-A2DB-DX1,1
914,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+56,TCGA-GM-A2DB-DX1,1
915,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+57,TCGA-GM-A2DB-DX1,1
916,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+58,TCGA-GM-A2DB-DX1,1
917,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+59,TCGA-GM-A2DB-DX1,2
918,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+6,TCGA-GM-A2DB-DX1,3
919,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+60,TCGA-GM-A2DB-DX1,3
920,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+61,TCGA-GM-A2DB-DX1,1
921,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+62,TCGA-GM-A2DB-DX1,1
922,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+63,TCGA-GM-A2DB-DX1,1
923,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+64,TCGA-GM-A2DB-DX1,1
924,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+65,TCGA-GM-A2DB-DX1,1
925,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+66,TCGA-GM-A2DB-DX1,1
926,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+67,TCGA-GM-A2DB-DX1,1
927,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+68,TCGA-GM-A2DB-DX1,1
928,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+69,TCGA-GM-A2DB-DX1,1
929,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+7,TCGA-GM-A2DB-DX1,1
930,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+70,TCGA-GM-A2DB-DX1,3
931,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+71,TCGA-GM-A2DB-DX1,12
932,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+72,TCGA-GM-A2DB-DX1,1
933,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+73,TCGA-GM-A2DB-DX1,1
934,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+74,TCGA-GM-A2DB-DX1,1
935,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+75,TCGA-GM-A2DB-DX1,1
936,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+76,TCGA-GM-A2DB-DX1,1
937,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+77,TCGA-GM-A2DB-DX1,1
938,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+78,TCGA-GM-A2DB-DX1,1
939,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+79,TCGA-GM-A2DB-DX1,1
940,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+8,TCGA-GM-A2DB-DX1,4
941,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+80,TCGA-GM-A2DB-DX1,3
942,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+81,TCGA-GM-A2DB-DX1,1
943,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+82,TCGA-GM-A2DB-DX1,1
944,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+83,TCGA-GM-A2DB-DX1,1
945,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+84,TCGA-GM-A2DB-DX1,1
946,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+85,TCGA-GM-A2DB-DX1,4
947,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+86,TCGA-GM-A2DB-DX1,1
948,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+87,TCGA-GM-A2DB-DX1,3
949,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+88,TCGA-GM-A2DB-DX1,5
950,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+89,TCGA-GM-A2DB-DX1,4
951,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+9,TCGA-GM-A2DB-DX1,1
952,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+90,TCGA-GM-A2DB-DX1,1
953,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+91,TCGA-GM-A2DB-DX1,2
954,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+92,TCGA-GM-A2DB-DX1,1
955,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+93,TCGA-GM-A2DB-DX1,1
956,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+94,TCGA-GM-A2DB-DX1,1
957,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+95,TCGA-GM-A2DB-DX1,1
958,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+96,TCGA-GM-A2DB-DX1,4
959,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+97,TCGA-GM-A2DB-DX1,4
960,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+98,TCGA-GM-A2DB-DX1,2
961,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+99,TCGA-GM-A2DB-DX1,1
962,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+0,TCGA-GM-A2DD-DX1,1
963,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+1,TCGA-GM-A2DD-DX1,5
964,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+10,TCGA-GM-A2DD-DX1,1
965,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+100,TCGA-GM-A2DD-DX1,1
966,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+101,TCGA-GM-A2DD-DX1,1
967,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+102,TCGA-GM-A2DD-DX1,1
968,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+103,TCGA-GM-A2DD-DX1,1
969,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+104,TCGA-GM-A2DD-DX1,1
970,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+105,TCGA-GM-A2DD-DX1,1
971,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+106,TCGA-GM-A2DD-DX1,1
972,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+107,TCGA-GM-A2DD-DX1,1
973,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+108,TCGA-GM-A2DD-DX1,1
974,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+109,TCGA-GM-A2DD-DX1,2
975,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+11,TCGA-GM-A2DD-DX1,1
976,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+110,TCGA-GM-A2DD-DX1,3
977,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+111,TCGA-GM-A2DD-DX1,3
978,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+112,TCGA-GM-A2DD-DX1,4
979,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+113,TCGA-GM-A2DD-DX1,1
980,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+114,TCGA-GM-A2DD-DX1,1
981,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+115,TCGA-GM-A2DD-DX1,1
982,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+116,TCGA-GM-A2DD-DX1,1
983,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+117,TCGA-GM-A2DD-DX1,1
984,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+118,TCGA-GM-A2DD-DX1,1
985,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+119,TCGA-GM-A2DD-DX1,1
986,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+12,TCGA-GM-A2DD-DX1,1
987,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+120,TCGA-GM-A2DD-DX1,1
988,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+121,TCGA-GM-A2DD-DX1,1
989,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+122,TCGA-GM-A2DD-DX1,1
990,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+123,TCGA-GM-A2DD-DX1,1
991,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+124,TCGA-GM-A2DD-DX1,1
992,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+125,TCGA-GM-A2DD-DX1,5
993,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+126,TCGA-GM-A2DD-DX1,2
994,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+127,TCGA-GM-A2DD-DX1,1
995,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+128,TCGA-GM-A2DD-DX1,1
996,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+129,TCGA-GM-A2DD-DX1,1
997,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+13,TCGA-GM-A2DD-DX1,1
998,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+130,TCGA-GM-A2DD-DX1,3
999,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+131,TCGA-GM-A2DD-DX1,6
1000,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+132,TCGA-GM-A2DD-DX1,2
1001,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+133,TCGA-GM-A2DD-DX1,1
1002,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+134,TCGA-GM-A2DD-DX1,1
1003,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+135,TCGA-GM-A2DD-DX1,1
1004,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+136,TCGA-GM-A2DD-DX1,1
1005,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+137,TCGA-GM-A2DD-DX1,1
1006,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+138,TCGA-GM-A2DD-DX1,1
1007,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+139,TCGA-GM-A2DD-DX1,2
1008,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+14,TCGA-GM-A2DD-DX1,1
1009,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+140,TCGA-GM-A2DD-DX1,3
1010,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+141,TCGA-GM-A2DD-DX1,1
1011,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+142,TCGA-GM-A2DD-DX1,1
1012,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+143,TCGA-GM-A2DD-DX1,1
1013,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+144,TCGA-GM-A2DD-DX1,1
1014,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+145,TCGA-GM-A2DD-DX1,1
1015,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+146,TCGA-GM-A2DD-DX1,1
1016,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+147,TCGA-GM-A2DD-DX1,1
1017,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+148,TCGA-GM-A2DD-DX1,1
1018,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+149,TCGA-GM-A2DD-DX1,1
1019,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+15,TCGA-GM-A2DD-DX1,5
1020,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+150,TCGA-GM-A2DD-DX1,1
1021,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+151,TCGA-GM-A2DD-DX1,1
1022,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+152,TCGA-GM-A2DD-DX1,1
1023,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+153,TCGA-GM-A2DD-DX1,1
1024,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+154,TCGA-GM-A2DD-DX1,1
1025,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+155,TCGA-GM-A2DD-DX1,1
1026,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+156,TCGA-GM-A2DD-DX1,2
1027,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+157,TCGA-GM-A2DD-DX1,2
1028,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+158,TCGA-GM-A2DD-DX1,2
1029,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+159,TCGA-GM-A2DD-DX1,1
1030,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+16,TCGA-GM-A2DD-DX1,1
1031,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+160,TCGA-GM-A2DD-DX1,1
1032,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+161,TCGA-GM-A2DD-DX1,1
1033,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+162,TCGA-GM-A2DD-DX1,1
1034,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+163,TCGA-GM-A2DD-DX1,1
1035,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+164,TCGA-GM-A2DD-DX1,1
1036,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+165,TCGA-GM-A2DD-DX1,1
1037,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+166,TCGA-GM-A2DD-DX1,1
1038,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+167,TCGA-GM-A2DD-DX1,1
1039,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+168,TCGA-GM-A2DD-DX1,1
1040,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+169,TCGA-GM-A2DD-DX1,1
1041,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+17,TCGA-GM-A2DD-DX1,2
1042,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+170,TCGA-GM-A2DD-DX1,2
1043,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+171,TCGA-GM-A2DD-DX1,4
1044,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+172,TCGA-GM-A2DD-DX1,3
1045,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+173,TCGA-GM-A2DD-DX1,4
1046,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+174,TCGA-GM-A2DD-DX1,1
1047,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+175,TCGA-GM-A2DD-DX1,1
1048,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+176,TCGA-GM-A2DD-DX1,1
1049,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+177,TCGA-GM-A2DD-DX1,1
1050,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+178,TCGA-GM-A2DD-DX1,1
1051,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+179,TCGA-GM-A2DD-DX1,1
1052,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+18,TCGA-GM-A2DD-DX1,1
1053,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+180,TCGA-GM-A2DD-DX1,1
1054,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+181,TCGA-GM-A2DD-DX1,1
1055,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+182,TCGA-GM-A2DD-DX1,1
1056,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+183,TCGA-GM-A2DD-DX1,1
1057,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+184,TCGA-GM-A2DD-DX1,1
1058,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+185,TCGA-GM-A2DD-DX1,3
1059,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+186,TCGA-GM-A2DD-DX1,4
1060,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+187,TCGA-GM-A2DD-DX1,7
1061,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+188,TCGA-GM-A2DD-DX1,1
1062,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+189,TCGA-GM-A2DD-DX1,1
1063,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+19,TCGA-GM-A2DD-DX1,1
1064,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+190,TCGA-GM-A2DD-DX1,1
1065,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+191,TCGA-GM-A2DD-DX1,1
1066,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+192,TCGA-GM-A2DD-DX1,1
1067,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+193,TCGA-GM-A2DD-DX1,6
1068,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+194,TCGA-GM-A2DD-DX1,1
1069,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+195,TCGA-GM-A2DD-DX1,1
1070,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+196,TCGA-GM-A2DD-DX1,1
1071,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+197,TCGA-GM-A2DD-DX1,1
1072,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+198,TCGA-GM-A2DD-DX1,1
1073,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+199,TCGA-GM-A2DD-DX1,1
1074,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+2,TCGA-GM-A2DD-DX1,4
1075,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+20,TCGA-GM-A2DD-DX1,1
1076,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+200,TCGA-GM-A2DD-DX1,3
1077,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+201,TCGA-GM-A2DD-DX1,3
1078,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+202,TCGA-GM-A2DD-DX1,5
1079,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+203,TCGA-GM-A2DD-DX1,1
1080,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+204,TCGA-GM-A2DD-DX1,1
1081,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+205,TCGA-GM-A2DD-DX1,1
1082,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+206,TCGA-GM-A2DD-DX1,1
1083,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+207,TCGA-GM-A2DD-DX1,2
1084,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+208,TCGA-GM-A2DD-DX1,2
1085,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+209,TCGA-GM-A2DD-DX1,6
1086,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+21,TCGA-GM-A2DD-DX1,1
1087,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+210,TCGA-GM-A2DD-DX1,1
1088,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+211,TCGA-GM-A2DD-DX1,1
1089,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+212,TCGA-GM-A2DD-DX1,1
1090,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+213,TCGA-GM-A2DD-DX1,1
1091,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+214,TCGA-GM-A2DD-DX1,1
1092,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+215,TCGA-GM-A2DD-DX1,1
