image_index,image_id,presence_c0,presence_c1,presence_c2,presence_c3
738,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+39,0,1,0,0
739,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+390,1,1,0,0
740,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+391,1,1,0,0
741,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+392,1,1,0,0
742,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+393,0,1,0,0
743,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+394,0,1,0,0
744,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395,0,1,1,0
745,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+396,0,1,1,0
746,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+397,0,1,1,0
747,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+398,0,1,1,0
748,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+399,0,0,1,0
749,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+4,0,0,0,1
750,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,1,1,0,0
751,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+400,0,0,1,0
752,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+401,0,1,1,0
753,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+402,0,0,1,0
754,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+403,0,0,1,0
755,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+404,0,1,1,0
756,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+405,0,1,1,0
757,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+406,0,1,1,0
758,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+407,0,1,0,0
759,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+408,0,1,0,0
760,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+409,0,1,0,0
761,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+41,1,0,0,0
762,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+410,0,1,0,0
763,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+411,0,1,0,0
764,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+412,0,1,0,0
765,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+413,0,1,1,0
766,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+414,0,1,1,0
767,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+415,0,1,1,0
768,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+416,0,1,0,0
769,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+417,0,1,1,0
770,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+418,0,1,1,0
771,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419,0,1,1,0
772,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+42,1,0,0,0
773,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+420,0,0,1,0
774,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+421,0,0,1,0
775,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+422,0,0,1,0
776,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+423,0,1,1,0
777,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+424,0,1,0,0
778,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+425,0,1,1,0
779,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+426,0,1,0,0
780,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+427,0,1,0,0
781,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+428,0,1,0,0
782,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+429,0,1,0,0
783,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+43,1,0,0,0
784,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+430,0,1,1,0
785,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+431,0,1,1,0
786,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+432,0,1,1,0
787,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+433,0,1,1,0
788,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+434,0,1,1,0
789,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+435,0,1,1,0
790,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+436,0,1,0,0
791,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437,0,1,1,0
792,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+438,0,1,1,0
793,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+439,0,1,1,0
794,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+44,1,0,0,0
795,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+440,0,1,1,0
796,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+441,0,1,1,0
797,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+442,0,1,1,0
798,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+443,0,1,1,0
799,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+444,0,1,1,0
800,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+445,0,1,1,0
801,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+446,0,1,0,0
802,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+447,0,1,0,0
803,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+448,0,1,0,0
804,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+449,0,1,0,0
805,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+45,1,0,0,0
806,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+450,0,1,1,0
807,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+451,0,1,1,0
808,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+452,0,1,1,0
809,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+453,0,1,1,0
810,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+454,0,1,0,0
811,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+455,0,1,0,0
812,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+456,0,1,0,0
813,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+457,0,1,1,0
814,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+458,0,1,1,0
815,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+459,0,1,1,0
816,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+46,0,1,0,0
817,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460,0,1,1,0
818,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+461,0,0,1,0
819,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,0,1,1,0
820,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,0,1,1,0
821,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+464,0,1,1,0
822,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+465,0,1,1,0
823,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+466,0,1,0,0
824,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+467,0,1,0,0
825,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+468,0,1,0,0
826,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+469,0,1,0,0
827,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+47,0,1,0,0
828,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+470,0,1,1,0
829,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+471,0,1,1,0
830,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+472,0,1,1,0
831,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+473,0,1,0,0
832,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+474,0,1,0,0
833,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+475,0,1,1,0
834,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+476,0,1,0,0
835,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+477,0,1,1,0
836,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+478,0,1,1,0
837,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+479,0,1,1,0
838,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+48,0,1,0,0
839,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+480,0,1,1,0
840,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+481,0,1,0,0
841,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,0,1,1,0
842,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+483,0,1,1,0
843,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+484,0,1,0,0
844,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+485,0,1,0,0
845,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+486,0,1,0,0
846,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+487,0,1,0,0
847,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+488,0,1,0,0
848,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+489,0,1,1,0
849,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+49,0,1,0,0
850,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+490,0,1,1,0
851,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+491,0,1,1,0
852,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+492,0,1,1,0
853,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+493,0,1,1,0
854,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+494,0,1,1,0
855,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+495,0,1,0,0
856,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+496,0,1,1,0
857,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+497,0,1,1,0
858,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,0,1,1,0
859,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+499,0,1,0,0
860,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+5,0,1,0,1
861,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+50,0,1,0,0
862,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+500,0,1,0,0
863,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+501,0,1,0,0
864,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+502,0,1,0,0
865,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+503,0,1,0,0
866,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+504,0,1,0,0
867,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+505,0,1,0,0
868,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+506,0,1,0,0
869,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+507,0,1,1,0
870,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+508,0,1,1,0
871,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+509,0,1,1,0
872,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+51,0,1,0,0
873,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+510,0,1,1,0
874,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+511,0,1,1,0
875,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+512,0,1,1,0
876,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+513,0,1,1,0
877,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+514,0,1,1,0
878,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+515,0,1,0,0
879,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+516,0,1,1,0
880,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+517,0,1,1,0
881,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+518,0,1,0,0
882,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+519,0,1,0,0
883,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+52,1,1,0,0
884,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+520,0,1,0,0
885,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+521,0,1,0,0
886,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+522,0,1,1,0
887,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+523,0,1,1,0
888,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+524,0,1,0,0
889,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+525,0,1,1,0
890,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+526,0,1,1,0
891,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+527,0,1,1,0
892,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+528,0,1,0,0
893,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+529,0,1,1,0
894,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+53,1,0,0,0
895,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+530,0,1,0,0
896,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+531,0,1,0,0
897,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+532,0,1,0,0
898,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+533,0,1,0,0
899,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+534,0,1,1,0
900,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+535,0,1,1,0
901,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+536,0,1,1,0
902,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+537,0,1,1,0
903,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+538,0,1,1,0
904,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+539,0,1,1,0
905,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+54,1,0,0,0
906,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+540,0,1,1,0
907,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+541,0,1,0,0
908,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+542,0,1,1,0
909,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+543,0,1,1,0
910,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+544,0,1,1,0
911,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+545,0,1,0,0
912,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+546,0,1,0,0
913,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+55,1,0,0,0
914,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+56,1,0,0,0
915,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+57,1,0,0,0
916,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+58,1,0,0,0
917,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+59,1,1,0,0
918,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+6,0,0,0,1
919,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+60,1,1,0,0
920,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+61,1,0,0,0
921,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+62,1,0,0,0
922,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+63,1,0,0,0
923,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+64,1,0,0,0
924,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+65,0,1,0,0
925,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+66,0,1,0,0
926,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+67,0,1,0,0
927,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+68,0,1,0,0
928,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+69,0,1,0,0
929,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+7,0,0,0,1
930,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+70,1,1,0,0
931,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+71,0,1,1,0
932,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+72,1,0,0,0
933,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+73,1,0,0,0
934,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+74,1,0,0,0
935,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+75,1,0,0,0
936,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+76,1,0,0,0
937,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+77,1,0,0,0
938,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+78,1,0,0,0
939,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+79,1,0,0,0
940,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+8,1,0,0,1
941,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+80,1,1,0,0
942,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+81,1,0,0,0
943,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+82,1,0,0,0
944,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+83,1,0,0,0
945,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+84,1,0,0,0
946,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+85,1,1,0,0
947,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+86,1,0,0,0
948,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+87,1,1,0,0
949,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+88,1,1,0,0
950,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+89,0,1,1,0
951,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+9,0,1,0,0
952,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+90,0,1,0,0
953,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+91,0,1,0,0
954,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+92,1,0,0,0
955,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+93,1,0,0,0
956,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+94,1,0,0,0
957,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+95,1,0,0,0
958,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+96,1,1,0,1
959,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+97,1,0,0,1
960,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+98,1,0,0,1
961,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+99,1,0,0,0
962,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+0,0,1,0,0
963,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+1,0,1,1,0
964,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+10,0,1,0,0
965,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+100,0,1,0,0
966,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+101,0,1,0,0
967,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+102,0,1,0,0
968,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+103,0,1,0,0
969,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+104,0,1,0,0
970,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+105,0,1,0,0
971,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+106,0,1,0,0
972,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+107,0,1,0,0
973,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+108,0,1,0,0
974,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+109,1,1,0,0
975,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+11,0,1,0,0
976,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+110,1,1,0,0
977,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+111,1,1,0,0
978,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+112,1,1,0,0
979,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+113,0,1,0,0
980,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+114,0,1,0,0
981,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+115,0,1,0,0
982,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+116,0,1,0,0
983,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+117,0,1,0,0
984,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+118,0,1,0,0
985,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+119,0,1,0,0
986,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+12,0,1,0,0
987,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+120,0,1,0,0
988,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+121,0,1,0,0
989,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+122,0,1,0,0
990,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+123,0,1,0,0
991,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+124,0,1,0,0
992,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+125,1,1,0,0
993,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+126,1,1,0,0
994,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+127,0,1,0,0
995,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+128,0,1,0,0
996,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+129,0,1,0,0
997,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+13,0,1,0,0
998,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+130,1,1,0,0
999,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+131,1,1,0,0
1000,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+132,1,1,0,0
1001,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+133,0,1,0,0
1002,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+134,0,1,0,0
1003,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+135,0,1,0,0
1004,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+136,0,1,0,0
1005,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+137,0,1,0,0
1006,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+138,0,1,0,0
1007,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+139,1,1,0,0
1008,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+14,0,1,0,0
1009,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+140,1,1,0,0
1010,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+141,0,1,0,0
1011,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+142,0,1,0,0
1012,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+143,0,1,0,0
1013,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+144,0,1,0,0
1014,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+145,0,1,0,0
1015,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+146,0,1,0,0
1016,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+147,0,1,0,0
